"idno";"intnum";"start";"unlikelystart";"end";"unlikelyend"
578;6;2021-08-01 12:29:00;"";2021-08-01 13:35:00;""
579;6;2021-08-07 15:18:00;"";2021-08-07 16:11:00;""
580;6;2021-07-31 19:22:00;"";2021-07-31 20:30:00;""
581;6;2021-07-29 19:40:00;"";2021-07-29 20:34:00;""
583;198;2021-08-10 17:10:00;"";2021-08-10 18:12:00;""
585;198;2021-08-07 10:17:00;"";2021-08-07 11:19:00;""
586;198;2021-08-11 18:49:00;"";2021-08-11 19:23:00;""
587;198;2021-08-12 18:22:00;"";2021-08-12 19:24:00;""
588;198;2021-08-12 20:08:00;"";2021-08-12 20:42:00;""
589;98;2021-08-23 13:42:00;"";2021-08-23 14:44:00;""
591;98;2021-08-25 12:28:00;"";2021-08-25 13:37:00;""
592;98;2021-08-27 13:37:00;"";2021-08-27 14:39:00;""
593;98;2021-08-25 14:33:00;"";2021-08-25 15:36:00;""
594;98;2021-09-01 16:21:00;"";2021-09-01 17:27:00;""
595;36;2021-08-04 20:37:00;"";2021-08-04 21:35:00;""
596;36;2021-08-06 22:00:00;"unlikely start time";2021-08-06 22:39:00;""
597;36;2021-08-08 21:55:00;"";2021-08-08 23:02:00;"unlikely end time"
599;36;2021-08-07 18:32:00;"";2021-08-07 19:33:00;""
600;36;2021-08-09 21:49:00;"";2021-08-09 22:30:00;""
601;36;2021-08-02 17:07:00;"";2021-08-02 18:08:00;""
602;36;2021-07-21 14:35:00;"";2021-07-21 15:37:00;""
603;36;2021-07-24 18:14:00;"";2021-07-24 19:00:00;""
604;36;2021-07-27 15:49:00;"";2021-07-27 16:30:00;""
607;69;2021-07-10 10:07:00;"";2021-07-10 10:55:00;""
609;69;2021-07-11 14:23:00;"";2021-07-11 15:36:00;""
610;69;2021-07-11 17:24:00;"";2021-07-11 18:21:00;""
611;69;2021-07-11 20:04:00;"";2021-07-11 20:38:00;""
613;206;2021-07-18 10:28:00;"";2021-07-18 11:19:00;""
614;206;2021-07-22 18:03:00;"";2021-07-22 18:59:00;""
615;206;2021-07-19 15:20:00;"";2021-07-19 16:33:00;""
617;206;2021-07-13 13:41:00;"";2021-07-13 14:37:00;""
618;206;2021-07-16 10:00:00;"";2021-07-16 10:55:00;""
620;45;2021-09-13 14:16:00;"";2021-09-13 15:26:00;""
621;45;2021-09-15 11:27:00;"";2021-09-15 12:03:00;""
623;45;2021-09-14 11:08:00;"";2021-09-14 11:54:00;""
624;45;2021-09-15 14:10:00;"";2021-09-15 15:41:00;""
625;189;2021-08-20 18:03:00;"";2021-08-20 19:21:00;""
626;189;2021-08-19 11:16:00;"";2021-08-19 12:12:00;""
627;189;2021-08-26 18:18:00;"";2021-08-26 19:09:00;""
628;189;2021-08-16 13:14:00;"";2021-08-16 13:53:00;""
630;189;2021-08-14 12:50:00;"";2021-08-14 13:43:00;""
632;184;2021-08-10 16:59:00;"";2021-08-10 17:47:00;""
633;184;2021-08-09 12:33:00;"";2021-08-09 13:26:00;""
634;184;2021-08-08 11:09:00;"";2021-08-08 12:06:00;""
635;184;2021-08-11 16:46:00;"";2021-08-11 17:31:00;""
636;184;2021-08-15 17:18:00;"";2021-08-15 18:38:00;""
637;106;2021-08-30 15:15:00;"";2021-08-30 16:29:00;""
638;106;2021-09-02 12:29:00;"";2021-09-02 13:29:00;""
639;106;2021-09-02 14:26:00;"";2021-09-02 15:06:00;""
640;106;2021-08-28 18:21:00;"";2021-08-28 19:21:00;""
642;106;2021-08-29 20:12:00;"";2021-08-29 21:02:00;""
645;122;2021-07-18 17:58:00;"";2021-07-18 18:34:00;""
646;122;2021-07-22 16:03:00;"";2021-07-22 17:05:00;""
647;122;2021-07-14 14:53:00;"";2021-07-14 15:49:00;""
648;122;2021-07-24 17:54:00;"";2021-07-24 18:49:00;""
649;91;2021-07-07 12:01:00;"";2021-07-07 12:41:00;""
651;91;2021-07-13 17:46:00;"";2021-07-13 18:39:00;""
652;91;2021-07-13 19:44:00;"";2021-07-13 20:37:00;""
653;91;2021-07-08 12:49:00;"";2021-07-08 14:15:00;""
654;91;2021-07-08 15:04:00;"";2021-07-08 16:12:00;""
655;113;2021-07-27 17:01:00;"";2021-07-27 17:57:00;""
658;113;2021-07-24 16:21:00;"";2021-07-24 17:08:00;""
659;113;2021-07-30 10:40:00;"";2021-07-30 11:18:00;""
660;113;2021-07-27 19:15:00;"";2021-07-27 20:01:00;""
661;96;2021-08-10 13:25:00;"";2021-08-10 14:31:00;""
663;96;2021-08-08 20:22:00;"";2021-08-08 21:17:00;""
664;96;2021-08-08 22:00:00;"unlikely start time";2021-08-08 22:47:00;""
665;96;2021-08-11 17:35:00;"";2021-08-11 18:09:00;""
667;156;2021-09-09 09:39:00;"";2021-09-09 10:22:00;""
668;156;2021-09-10 11:17:00;"";2021-09-10 12:10:00;""
669;156;2021-09-17 19:38:00;"";2021-09-17 20:22:00;""
672;156;2021-09-13 16:21:00;"";2021-09-13 17:21:00;""
673;184;2021-07-21 12:57:00;"";2021-07-21 14:10:00;""
674;184;2021-07-21 15:19:00;"";2021-07-21 15:54:00;""
675;184;2021-07-26 19:29:00;"";2021-07-26 20:31:00;""
678;184;2021-07-27 16:41:00;"";2021-07-27 17:48:00;""
680;137;2021-08-21 14:55:00;"";2021-08-21 16:02:00;""
681;137;2021-08-25 18:10:00;"";2021-08-25 18:52:00;""
682;137;2021-08-29 16:04:00;"";2021-08-29 17:04:00;""
686;147;2021-08-05 18:06:00;"";2021-08-05 19:08:00;""
689;147;2021-08-07 16:42:00;"";2021-08-07 17:29:00;""
690;147;2021-08-06 15:47:00;"";2021-08-06 16:35:00;""
691;172;2021-09-07 18:41:00;"";2021-09-07 19:12:00;""
692;172;2021-09-06 16:27:00;"";2021-09-06 17:08:00;""
693;172;2021-09-10 11:59:00;"";2021-09-10 12:41:00;""
694;172;2021-09-05 19:04:00;"";2021-09-05 20:01:00;""
696;172;2021-09-04 16:17:00;"";2021-09-04 16:54:00;""
697;179;2021-09-03 15:18:00;"";2021-09-03 16:30:00;""
698;179;2021-09-09 16:33:00;"";2021-09-09 17:39:00;""
700;179;2021-09-07 15:35:00;"";2021-09-07 16:17:00;""
702;179;2021-09-10 20:12:00;"";2021-09-10 20:55:00;""
703;11;2021-08-19 11:08:00;"";2021-08-19 12:09:00;""
705;11;2021-08-18 11:02:00;"";2021-08-18 12:11:00;""
706;11;2021-08-19 12:41:00;"";2021-08-19 13:45:00;""
707;11;2021-08-17 14:55:00;"";2021-08-17 15:57:00;""
708;11;2021-08-28 16:07:00;"";2021-08-28 17:10:00;""
709;14;2021-08-10 16:58:00;"";2021-08-10 17:37:00;""
712;14;2021-08-06 17:24:00;"";2021-08-06 18:15:00;""
713;14;2021-08-07 14:37:00;"";2021-08-07 15:28:00;""
714;14;2021-08-06 19:19:00;"";2021-08-06 20:19:00;""
715;59;2021-07-25 17:20:00;"";2021-07-25 18:25:00;""
716;59;2021-07-22 14:45:00;"";2021-07-22 15:59:00;""
718;59;2021-07-25 20:35:00;"";2021-07-25 21:11:00;""
719;59;2021-07-27 08:35:00;"";2021-07-27 09:45:00;""
720;59;2021-07-27 10:51:00;"";2021-07-27 11:27:00;""
721;170;2021-07-18 14:38:00;"";2021-07-18 15:17:00;""
722;170;2021-07-19 14:07:00;"";2021-07-19 14:48:00;""
724;170;2021-07-16 12:54:00;"";2021-07-16 13:44:00;""
725;170;2021-07-17 11:36:00;"";2021-07-17 12:25:00;""
726;170;2021-07-15 18:40:00;"";2021-07-15 19:19:00;""
728;106;2021-08-22 20:26:00;"";2021-08-22 21:06:00;""
730;106;2021-08-20 10:33:00;"";2021-08-20 11:14:00;""
731;106;2021-08-20 13:42:00;"";2021-08-20 14:25:00;""
733;183;2021-07-26 07:23:00;"";2021-07-26 08:16:00;""
734;183;2021-07-26 09:20:00;"";2021-07-26 10:13:00;""
735;183;2021-07-26 11:01:00;"";2021-07-26 11:46:00;""
736;183;2021-08-02 17:28:00;"";2021-08-02 18:37:00;""
737;183;2021-07-25 14:54:00;"";2021-07-25 15:43:00;""
739;207;2021-07-12 11:23:00;"";2021-07-12 12:20:00;""
740;207;2021-07-15 11:15:00;"";2021-07-15 12:07:00;""
742;207;2021-07-13 14:50:00;"";2021-07-13 15:42:00;""
743;207;2021-07-12 14:39:00;"";2021-07-12 15:24:00;""
744;207;2021-07-07 18:09:00;"";2021-07-07 18:59:00;""
745;191;2021-08-10 19:14:00;"";2021-08-10 20:21:00;""
746;191;2021-08-11 18:35:00;"";2021-08-11 19:49:00;""
749;191;2021-08-10 21:07:00;"";2021-08-10 22:05:00;""
750;191;2021-08-16 17:32:00;"";2021-08-16 18:16:00;""
751;56;2021-07-07 11:44:00;"";2021-07-07 12:45:00;""
753;56;2021-07-08 19:17:00;"";2021-07-08 20:19:00;""
754;56;2021-07-13 18:37:00;"";2021-07-13 19:37:00;""
755;56;2021-07-08 21:37:00;"";2021-07-08 22:26:00;""
756;56;2021-07-07 14:17:00;"";2021-07-07 15:32:00;""
757;151;2021-07-08 18:34:00;"";2021-07-08 19:23:00;""
758;151;2021-07-09 17:15:00;"";2021-07-09 18:19:00;""
761;151;2021-07-08 20:15:00;"";2021-07-08 21:19:00;""
762;151;2021-07-11 19:03:00;"";2021-07-11 20:00:00;""
763;115;2021-07-21 17:26:00;"";2021-07-21 18:34:00;""
766;115;2021-07-28 19:56:00;"";2021-07-28 20:34:00;""
767;115;2021-07-23 19:50:00;"";2021-07-23 20:28:00;""
769;120;2021-07-25 11:42:00;"";2021-07-25 12:38:00;""
770;120;2021-07-27 15:30:00;"";2021-07-27 16:25:00;""
772;120;2021-07-22 11:52:00;"";2021-07-22 12:44:00;""
774;120;2021-07-22 13:50:00;"";2021-07-22 14:57:00;""
775;1;2021-07-21 19:24:00;"";2021-07-21 20:13:00;""
779;1;2021-07-26 19:59:00;"";2021-07-26 21:00:00;""
780;1;2021-07-25 20:46:00;"";2021-07-25 21:30:00;""
781;211;2021-08-08 18:06:00;"";2021-08-08 18:58:00;""
783;211;2021-08-11 15:10:00;"";2021-08-11 16:02:00;""
784;211;2021-08-13 19:54:00;"";2021-08-13 20:48:00;""
785;211;2021-08-09 11:04:00;"";2021-08-09 11:58:00;""
786;211;2021-08-06 13:49:00;"";2021-08-06 14:33:00;""
787;87;2021-08-09 17:45:00;"";2021-08-09 18:22:00;""
789;87;2021-08-06 19:08:00;"";2021-08-06 19:45:00;""
790;87;2021-08-13 11:39:00;"";2021-08-13 12:41:00;""
791;87;2021-08-05 16:57:00;"";2021-08-05 17:53:00;""
794;70;2021-07-21 16:38:00;"";2021-07-21 17:25:00;""
795;70;2021-07-22 18:27:00;"";2021-07-22 19:30:00;""
797;70;2021-07-21 18:11:00;"";2021-07-21 18:48:00;""
798;70;2021-07-29 16:37:00;"";2021-07-29 17:14:00;""
799;91;2021-07-26 21:08:00;"";2021-07-26 21:55:00;""
800;91;2021-07-30 07:17:00;"";2021-07-30 08:10:00;""
802;91;2021-07-30 09:56:00;"";2021-07-30 10:49:00;""
803;91;2021-08-05 18:54:00;"";2021-08-05 19:51:00;""
805;14;2021-07-12 11:11:00;"";2021-07-12 12:01:00;""
806;14;2021-07-11 18:22:00;"";2021-07-11 19:22:00;""
807;14;2021-07-08 09:36:00;"";2021-07-08 11:04:00;""
808;14;2021-07-17 16:30:00;"";2021-07-17 17:21:00;""
810;14;2021-07-08 11:34:00;"";2021-07-08 12:10:00;""
813;91;2021-08-11 14:47:00;"";2021-08-11 15:54:00;""
814;91;2021-08-05 17:26:00;"";2021-08-05 18:19:00;""
816;91;2021-08-11 16:42:00;"";2021-08-11 17:25:00;""
818;104;2021-09-10 18:53:00;"";2021-09-10 19:34:00;""
820;104;2021-09-09 14:59:00;"";2021-09-09 16:06:00;""
821;104;2021-09-08 18:28:00;"";2021-09-08 19:33:00;""
822;104;2021-09-09 17:00:00;"";2021-09-09 18:00:00;""
823;159;2021-07-14 14:21:00;"";2021-07-14 15:18:00;""
824;159;2021-07-17 16:28:00;"";2021-07-17 17:28:00;""
825;159;2021-07-17 18:24:00;"";2021-07-17 19:32:00;""
826;159;2021-07-16 13:41:00;"";2021-07-16 14:23:00;""
827;159;2021-07-14 16:12:00;"";2021-07-14 16:45:00;""
830;136;2021-09-17 11:09:00;"";2021-09-17 12:02:00;""
831;136;2021-09-17 12:50:00;"";2021-09-17 13:52:00;""
832;136;2021-09-17 15:00:00;"";2021-09-17 15:54:00;""
834;136;2021-09-15 18:16:00;"";2021-09-15 19:31:00;""
835;16;2021-07-17 07:55:00;"";2021-07-17 08:44:00;""
836;16;2021-07-18 08:16:00;"";2021-07-18 09:16:00;""
837;16;2021-07-20 18:06:00;"";2021-07-20 18:53:00;""
838;16;2021-07-18 10:58:00;"";2021-07-18 12:01:00;""
839;16;2021-07-15 13:36:00;"";2021-07-15 14:39:00;""
840;16;2021-07-15 15:28:00;"";2021-07-15 16:09:00;""
841;128;2021-08-30 18:23:00;"";2021-08-30 19:13:00;""
843;128;2021-08-23 12:08:00;"";2021-08-23 12:50:00;""
844;128;2021-08-27 16:45:00;"";2021-08-27 17:54:00;""
845;128;2021-08-22 17:48:00;"";2021-08-22 18:38:00;""
847;158;2021-07-24 11:45:00;"";2021-07-24 12:50:00;""
848;158;2021-07-26 18:56:00;"";2021-07-26 19:54:00;""
850;158;2021-07-23 15:55:00;"";2021-07-23 16:52:00;""
851;158;2021-07-25 13:23:00;"";2021-07-25 14:29:00;""
852;158;2021-07-25 15:32:00;"";2021-07-25 16:27:00;""
853;3;2021-07-30 21:00:00;"";2021-07-30 21:56:00;""
854;3;2021-07-31 12:01:00;"";2021-07-31 12:50:00;""
855;3;2021-08-09 20:50:00;"";2021-08-09 21:41:00;""
856;3;2021-08-01 18:50:00;"";2021-08-01 19:34:00;""
857;3;2021-08-01 20:31:00;"";2021-08-01 21:22:00;""
858;3;2021-08-03 19:37:00;"";2021-08-03 20:31:00;""
859;23;2021-08-21 20:34:00;"";2021-08-21 21:32:00;""
860;23;2021-08-27 15:39:00;"";2021-08-27 16:36:00;""
862;23;2021-08-22 19:23:00;"";2021-08-22 20:23:00;""
863;23;2021-08-20 17:54:00;"";2021-08-20 19:03:00;""
865;132;2021-08-10 11:01:00;"";2021-08-10 12:10:00;""
866;132;2021-08-09 17:43:00;"";2021-08-09 18:56:00;""
867;132;2021-08-15 15:27:00;"";2021-08-15 16:06:00;""
868;132;2021-08-07 16:54:00;"";2021-08-07 17:40:00;""
871;203;2021-07-25 13:09:00;"";2021-07-25 14:00:00;""
872;203;2021-07-25 16:57:00;"";2021-07-25 17:36:00;""
873;203;2021-08-02 20:54:00;"";2021-08-02 21:58:00;""
875;203;2021-07-24 20:09:00;"";2021-07-24 21:14:00;""
876;203;2021-07-21 22:07:00;"unlikely start time";2021-07-21 23:05:00;"unlikely end time"
877;38;2021-08-17 18:09:00;"";2021-08-17 19:07:00;""
878;38;2021-08-16 12:07:00;"";2021-08-16 13:33:00;""
879;38;2021-08-16 13:53:00;"";2021-08-16 14:28:00;""
880;38;2021-08-26 15:51:00;"";2021-08-26 17:05:00;""
881;38;2021-08-20 14:16:00;"";2021-08-20 14:53:00;""
883;102;2021-08-29 14:11:00;"";2021-08-29 15:11:00;""
884;102;2021-08-27 18:17:00;"";2021-08-27 18:59:00;""
885;102;2021-08-31 16:04:00;"";2021-08-31 17:03:00;""
886;102;2021-08-27 20:21:00;"";2021-08-27 21:12:00;""
888;102;2021-09-02 09:08:00;"";2021-09-02 09:49:00;""
889;153;2021-08-20 13:17:00;"";2021-08-20 14:11:00;""
891;153;2021-08-22 17:21:00;"";2021-08-22 18:11:00;""
892;153;2021-08-19 15:55:00;"";2021-08-19 16:47:00;""
894;153;2021-08-18 12:12:00;"";2021-08-18 13:10:00;""
895;101;2021-07-17 14:34:00;"";2021-07-17 15:10:00;""
898;101;2021-07-17 17:06:00;"";2021-07-17 17:50:00;""
900;101;2021-07-16 13:47:00;"";2021-07-16 14:27:00;""
902;15;2021-08-12 19:43:00;"";2021-08-12 21:05:00;""
903;15;2021-08-05 17:47:00;"";2021-08-05 18:59:00;""
904;15;2021-08-08 19:28:00;"";2021-08-08 20:07:00;""
905;15;2021-08-10 20:45:00;"";2021-08-10 21:45:00;""
906;15;2021-08-12 21:50:00;"";2021-08-12 22:54:00;""
908;54;2021-07-31 10:07:00;"";2021-07-31 11:15:00;""
909;54;2021-07-31 12:18:00;"";2021-07-31 13:30:00;""
910;54;2021-07-21 13:40:00;"";2021-07-21 14:10:00;""
911;54;2021-07-25 10:46:00;"";2021-07-25 11:20:00;""
912;54;2021-08-02 09:19:00;"";2021-08-02 10:11:00;""
913;14;2021-07-18 20:44:00;"";2021-07-18 22:08:00;""
914;14;2021-07-10 16:52:00;"";2021-07-10 18:17:00;""
915;14;2021-07-13 21:43:00;"";2021-07-13 22:36:00;""
917;14;2021-07-10 19:19:00;"";2021-07-10 20:34:00;""
918;14;2021-07-07 20:40:00;"";2021-07-07 21:45:00;""
919;3;2021-07-24 15:26:00;"";2021-07-24 16:41:00;""
920;3;2021-07-13 17:49:00;"";2021-07-13 18:46:00;""
921;3;2021-07-15 15:46:00;"";2021-07-15 16:36:00;""
923;3;2021-07-25 16:36:00;"";2021-07-25 17:26:00;""
924;3;2021-07-21 20:14:00;"";2021-07-21 21:13:00;""
925;207;2021-08-02 16:23:00;"";2021-08-02 17:08:00;""
927;207;2021-08-06 14:14:00;"";2021-08-06 14:59:00;""
928;207;2021-07-31 12:42:00;"";2021-07-31 13:27:00;""
931;111;2021-08-20 09:20:00;"";2021-08-20 10:17:00;""
932;111;2021-08-19 17:03:00;"";2021-08-19 18:10:00;""
933;111;2021-08-14 17:02:00;"";2021-08-14 17:41:00;""
936;111;2021-08-19 19:21:00;"";2021-08-19 20:03:00;""
938;30;2021-07-15 15:35:00;"";2021-07-15 16:23:00;""
939;30;2021-07-10 17:08:00;"";2021-07-10 17:38:00;""
940;30;2021-07-08 12:37:00;"";2021-07-08 13:07:00;""
941;30;2021-07-15 17:45:00;"";2021-07-15 18:27:00;""
942;30;2021-07-10 19:05:00;"";2021-07-10 20:02:00;""
944;144;2021-08-12 18:26:00;"";2021-08-12 19:24:00;""
945;144;2021-08-08 12:54:00;"";2021-08-08 13:47:00;""
946;144;2021-08-07 14:31:00;"";2021-08-07 15:14:00;""
948;144;2021-08-08 16:02:00;"";2021-08-08 16:37:00;""
949;216;2021-07-17 15:07:00;"";2021-07-17 16:03:00;""
950;216;2021-07-17 17:01:00;"";2021-07-17 18:01:00;""
952;216;2021-07-17 18:58:00;"";2021-07-17 20:03:00;""
953;216;2021-07-15 10:07:00;"";2021-07-15 11:00:00;""
954;216;2021-07-16 11:24:00;"";2021-07-16 12:03:00;""
955;117;2021-08-27 14:57:00;"";2021-08-27 15:31:00;""
956;117;2021-08-23 14:33:00;"";2021-08-23 15:17:00;""
957;117;2021-08-27 17:55:00;"";2021-08-27 18:37:00;""
959;117;2021-08-26 11:11:00;"";2021-08-26 11:59:00;""
960;117;2021-08-25 12:00:00;"";2021-08-25 12:57:00;""
961;219;2021-08-21 15:18:00;"";2021-08-21 15:55:00;""
963;219;2021-08-17 17:12:00;"";2021-08-17 17:46:00;""
964;219;2021-08-20 20:05:00;"";2021-08-20 21:03:00;""
965;219;2021-08-23 18:56:00;"";2021-08-23 19:52:00;""
966;219;2021-08-22 10:13:00;"";2021-08-22 11:19:00;""
968;86;2021-08-15 16:06:00;"";2021-08-15 17:00:00;""
969;86;2021-08-04 18:54:00;"";2021-08-04 19:58:00;""
971;86;2021-08-06 17:54:00;"";2021-08-06 18:52:00;""
972;86;2021-08-15 17:43:00;"";2021-08-15 18:38:00;""
973;33;2021-08-07 17:41:00;"";2021-08-07 18:17:00;""
975;33;2021-08-14 17:33:00;"";2021-08-14 18:12:00;""
976;33;2021-08-09 15:06:00;"";2021-08-09 15:48:00;""
977;33;2021-08-12 10:56:00;"";2021-08-12 11:34:00;""
978;33;2021-08-09 18:55:00;"";2021-08-09 19:56:00;""
979;97;2021-07-16 10:22:00;"";2021-07-16 11:07:00;""
983;97;2021-07-14 12:00:00;"";2021-07-14 12:39:00;""
984;97;2021-07-18 14:59:00;"";2021-07-18 15:40:00;""
986;88;2021-09-18 17:46:00;"";2021-09-18 18:54:00;""
988;88;2021-09-19 17:49:00;"";2021-09-19 18:38:00;""
989;88;2021-09-25 19:40:00;"";2021-09-25 20:37:00;""
990;88;2021-09-14 16:55:00;"";2021-09-14 17:43:00;""
991;216;2021-08-21 11:56:00;"";2021-08-21 12:32:00;""
994;216;2021-08-20 17:52:00;"";2021-08-20 18:37:00;""
995;216;2021-08-21 14:47:00;"";2021-08-21 15:47:00;""
996;216;2021-08-22 18:39:00;"";2021-08-22 19:52:00;""
998;126;2021-07-07 11:12:00;"";2021-07-07 12:17:00;""
999;126;2021-07-10 16:20:00;"";2021-07-10 17:23:00;""
1000;126;2021-07-13 16:06:00;"";2021-07-13 16:46:00;""
1001;126;2021-07-10 19:04:00;"";2021-07-10 20:03:00;""
1002;126;2021-07-13 17:46:00;"";2021-07-13 18:16:00;""
1003;102;2021-08-31 18:12:00;"";2021-08-31 19:26:00;""
1004;102;2021-09-04 17:02:00;"";2021-09-04 17:55:00;""
1006;102;2021-09-01 18:53:00;"";2021-09-01 20:25:00;""
1007;102;2021-09-01 21:05:00;"";2021-09-01 21:57:00;""
1008;102;2021-09-14 12:50:00;"";2021-09-14 13:49:00;""
1009;148;2021-08-06 11:15:00;"";2021-08-06 12:11:00;""
1010;148;2021-08-06 13:01:00;"";2021-08-06 14:04:00;""
1012;148;2021-08-06 15:36:00;"";2021-08-06 16:29:00;""
1014;148;2021-08-12 14:34:00;"";2021-08-12 15:21:00;""
1015;158;2021-07-18 18:45:00;"";2021-07-18 20:16:00;""
1016;158;2021-07-15 16:26:00;"";2021-07-15 17:42:00;""
1017;158;2021-07-15 18:14:00;"";2021-07-15 19:01:00;""
1018;158;2021-07-20 19:25:00;"";2021-07-20 20:28:00;""
1019;158;2021-07-18 20:11:00;"";2021-07-18 20:50:00;""
1020;158;2021-07-14 18:47:00;"";2021-07-14 19:47:00;""
1021;205;2021-07-19 18:23:00;"";2021-07-19 19:02:00;""
1023;205;2021-07-23 16:44:00;"";2021-07-23 17:46:00;""
1024;205;2021-07-16 16:19:00;"";2021-07-16 17:10:00;""
1025;205;2021-07-15 16:50:00;"";2021-07-15 17:59:00;""
1026;205;2021-07-13 18:59:00;"";2021-07-13 19:53:00;""
1027;184;2021-07-09 15:23:00;"";2021-07-09 16:36:00;""
1028;184;2021-07-13 14:50:00;"";2021-07-13 15:24:00;""
1029;184;2021-07-09 18:21:00;"";2021-07-09 19:27:00;""
1030;184;2021-07-18 10:49:00;"";2021-07-18 12:15:00;""
1033;17;2021-08-29 17:44:00;"";2021-08-29 18:39:00;""
1034;17;2021-08-27 19:50:00;"";2021-08-27 20:50:00;""
1035;17;2021-09-02 15:19:00;"";2021-09-02 16:22:00;""
1036;17;2021-08-31 14:03:00;"";2021-08-31 14:55:00;""
1037;17;2021-08-29 20:48:00;"";2021-08-29 21:55:00;""
1039;4;2021-08-14 10:03:00;"";2021-08-14 11:09:00;""
1040;4;2021-08-23 14:22:00;"";2021-08-23 15:25:00;""
1041;4;2021-08-18 14:38:00;"";2021-08-18 15:37:00;""
1043;4;2021-08-15 18:50:00;"";2021-08-15 19:34:00;""
1044;4;2021-08-24 10:06:00;"";2021-08-24 11:39:00;""
1045;61;2021-08-17 10:51:00;"";2021-08-17 11:55:00;""
1046;61;2021-08-07 10:59:00;"";2021-08-07 12:17:00;""
1048;61;2021-08-06 17:20:00;"";2021-08-06 18:17:00;""
1049;61;2021-08-13 15:47:00;"";2021-08-13 16:56:00;""
1050;61;2021-08-04 15:02:00;"";2021-08-04 15:48:00;""
1053;62;2021-07-29 12:25:00;"";2021-07-29 13:09:00;""
1055;62;2021-08-02 19:43:00;"";2021-08-02 20:20:00;""
1056;62;2021-08-01 14:35:00;"";2021-08-01 15:13:00;""
1057;193;2021-08-17 17:33:00;"";2021-08-17 18:53:00;""
1058;193;2021-08-13 17:42:00;"";2021-08-13 18:57:00;""
1059;193;2021-08-14 17:37:00;"";2021-08-14 18:43:00;""
1060;193;2021-08-08 18:34:00;"";2021-08-08 19:36:00;""
1061;193;2021-08-07 15:30:00;"";2021-08-07 16:25:00;""
1062;193;2021-08-16 18:22:00;"";2021-08-16 19:28:00;""
1063;186;2021-07-28 07:12:00;"";2021-07-28 07:58:00;"unlikely end time"
1064;186;2021-07-17 19:15:00;"";2021-07-17 20:04:00;""
1066;186;2021-07-16 16:39:00;"";2021-07-16 17:32:00;""
1067;186;2021-07-20 10:22:00;"";2021-07-20 11:16:00;""
1068;186;2021-07-13 16:59:00;"";2021-07-13 17:50:00;""
1069;8;2021-07-17 16:03:00;"";2021-07-17 17:08:00;""
1070;8;2021-07-20 18:44:00;"";2021-07-20 19:15:00;""
1073;8;2021-07-16 18:27:00;"";2021-07-16 19:36:00;""
1074;8;2021-07-14 13:20:00;"";2021-07-14 14:13:00;""
1075;171;2021-07-17 12:14:00;"";2021-07-17 13:10:00;""
1076;171;2021-07-19 17:16:00;"";2021-07-19 18:25:00;""
1078;171;2021-07-13 17:04:00;"";2021-07-13 17:57:00;""
1079;171;2021-07-18 20:37:00;"";2021-07-18 21:27:00;""
1080;171;2021-07-17 14:31:00;"";2021-07-17 15:23:00;""
1081;84;2021-07-07 21:23:00;"";2021-07-07 22:19:00;""
1082;84;2021-07-12 16:27:00;"";2021-07-12 17:45:00;""
1084;84;2021-07-20 12:11:00;"";2021-07-20 13:10:00;""
1085;84;2021-07-12 20:02:00;"";2021-07-12 20:45:00;""
1086;84;2021-07-08 11:48:00;"";2021-07-08 12:37:00;""
1087;140;2021-08-08 15:21:00;"";2021-08-08 16:13:00;""
1088;140;2021-08-09 20:17:00;"";2021-08-09 21:09:00;""
1090;140;2021-08-10 17:33:00;"";2021-08-10 18:12:00;""
1091;140;2021-08-07 11:02:00;"";2021-08-07 12:12:00;""
1093;81;2021-09-17 19:51:00;"";2021-09-17 20:53:00;""
1095;81;2021-09-08 19:26:00;"";2021-09-08 20:03:00;""
1096;81;2021-09-13 15:46:00;"";2021-09-13 16:44:00;""
1097;81;2021-09-11 19:38:00;"";2021-09-11 20:29:00;""
1100;126;2021-07-19 15:09:00;"";2021-07-19 15:48:00;""
1101;126;2021-07-18 16:04:00;"";2021-07-18 17:00:00;""
1103;126;2021-07-14 17:45:00;"";2021-07-14 18:22:00;""
1104;126;2021-07-19 17:02:00;"";2021-07-19 18:06:00;""
1105;209;2021-07-20 13:28:00;"";2021-07-20 14:21:00;""
1108;209;2021-07-16 18:27:00;"";2021-07-16 19:17:00;""
1109;209;2021-07-19 10:29:00;"";2021-07-19 11:26:00;""
1110;209;2021-07-19 12:02:00;"";2021-07-19 12:48:00;""
1114;15;2021-07-29 13:09:00;"";2021-07-29 13:56:00;""
1117;7;2021-07-08 15:28:00;"";2021-07-08 16:26:00;""
1118;7;2021-07-08 17:14:00;"";2021-07-08 17:57:00;""
1120;7;2021-07-12 17:55:00;"";2021-07-12 18:59:00;""
1121;7;2021-07-08 20:26:00;"";2021-07-08 21:19:00;""
1123;210;2021-07-21 16:59:00;"";2021-07-21 17:57:00;""
1125;210;2021-07-29 18:03:00;"";2021-07-29 19:04:00;""
1126;210;2021-07-21 18:25:00;"";2021-07-21 19:16:00;""
1127;210;2021-07-24 18:47:00;"";2021-07-24 19:46:00;""
1128;210;2021-07-22 22:01:00;"unlikely start time";2021-07-22 23:09:00;"unlikely end time"
1129;27;2021-07-24 16:56:00;"";2021-07-24 17:49:00;""
1130;27;2021-07-26 12:52:00;"";2021-07-26 13:47:00;""
