"idno";"intnum";"int_period";"duration"
975;33;2021-08-14 17:33:00 UTC--2021-08-14 18:12:00 UTC;39
976;33;2021-08-09 15:06:00 UTC--2021-08-09 15:48:00 UTC;42
977;33;2021-08-12 10:56:00 UTC--2021-08-12 11:34:00 UTC;38
978;33;2021-08-09 18:55:00 UTC--2021-08-09 19:56:00 UTC;61
979;97;2021-07-16 10:22:00 UTC--2021-07-16 11:07:00 UTC;45
983;97;2021-07-14 12:00:00 UTC--2021-07-14 12:39:00 UTC;39
984;97;2021-07-18 14:59:00 UTC--2021-07-18 15:40:00 UTC;41
986;88;2021-09-18 17:46:00 UTC--2021-09-18 18:54:00 UTC;68
988;88;2021-09-19 17:49:00 UTC--2021-09-19 18:38:00 UTC;49
989;88;2021-09-25 19:40:00 UTC--2021-09-25 20:37:00 UTC;57
990;88;2021-09-14 16:55:00 UTC--2021-09-14 17:43:00 UTC;48
991;216;2021-08-21 11:56:00 UTC--2021-08-21 12:32:00 UTC;36
994;216;2021-08-20 17:52:00 UTC--2021-08-20 18:37:00 UTC;45
995;216;2021-08-21 14:47:00 UTC--2021-08-21 15:47:00 UTC;60
996;216;2021-08-22 18:39:00 UTC--2021-08-22 19:52:00 UTC;73
998;126;2021-07-07 11:12:00 UTC--2021-07-07 12:17:00 UTC;65
999;126;2021-07-10 16:20:00 UTC--2021-07-10 17:23:00 UTC;63
1000;126;2021-07-13 16:06:00 UTC--2021-07-13 16:46:00 UTC;40
1001;126;2021-07-10 19:04:00 UTC--2021-07-10 20:03:00 UTC;59
1002;126;2021-07-13 17:46:00 UTC--2021-07-13 18:16:00 UTC;30
1003;102;2021-08-31 18:12:00 UTC--2021-08-31 19:26:00 UTC;74
1004;102;2021-09-04 17:02:00 UTC--2021-09-04 17:55:00 UTC;53
1006;102;2021-09-01 18:53:00 UTC--2021-09-01 20:25:00 UTC;92
1007;102;2021-09-01 21:05:00 UTC--2021-09-01 21:57:00 UTC;52
1008;102;2021-09-14 12:50:00 UTC--2021-09-14 13:49:00 UTC;59
1009;148;2021-08-06 11:15:00 UTC--2021-08-06 12:11:00 UTC;56
1010;148;2021-08-06 13:01:00 UTC--2021-08-06 14:04:00 UTC;63
1012;148;2021-08-06 15:36:00 UTC--2021-08-06 16:29:00 UTC;53
1014;148;2021-08-12 14:34:00 UTC--2021-08-12 15:21:00 UTC;47
1015;158;2021-07-18 18:45:00 UTC--2021-07-18 20:16:00 UTC;91
1016;158;2021-07-15 16:26:00 UTC--2021-07-15 17:42:00 UTC;76
1017;158;2021-07-15 18:14:00 UTC--2021-07-15 19:01:00 UTC;47
1018;158;2021-07-20 19:25:00 UTC--2021-07-20 20:28:00 UTC;63
1019;158;2021-07-18 20:11:00 UTC--2021-07-18 20:50:00 UTC;39
1020;158;2021-07-14 18:47:00 UTC--2021-07-14 19:47:00 UTC;60
1021;205;2021-07-19 18:23:00 UTC--2021-07-19 19:02:00 UTC;39
1023;205;2021-07-23 16:44:00 UTC--2021-07-23 17:46:00 UTC;62
1024;205;2021-07-16 16:19:00 UTC--2021-07-16 17:10:00 UTC;51
1025;205;2021-07-15 16:50:00 UTC--2021-07-15 17:59:00 UTC;69
1026;205;2021-07-13 18:59:00 UTC--2021-07-13 19:53:00 UTC;54
1027;184;2021-07-09 15:23:00 UTC--2021-07-09 16:36:00 UTC;73
1028;184;2021-07-13 14:50:00 UTC--2021-07-13 15:24:00 UTC;34
1029;184;2021-07-09 18:21:00 UTC--2021-07-09 19:27:00 UTC;66
1030;184;2021-07-18 10:49:00 UTC--2021-07-18 12:15:00 UTC;86
1033;17;2021-08-29 17:44:00 UTC--2021-08-29 18:39:00 UTC;55
1034;17;2021-08-27 19:50:00 UTC--2021-08-27 20:50:00 UTC;60
1035;17;2021-09-02 15:19:00 UTC--2021-09-02 16:22:00 UTC;63
1036;17;2021-08-31 14:03:00 UTC--2021-08-31 14:55:00 UTC;52
1037;17;2021-08-29 20:48:00 UTC--2021-08-29 21:55:00 UTC;67
1039;4;2021-08-14 10:03:00 UTC--2021-08-14 11:09:00 UTC;66
1040;4;2021-08-23 14:22:00 UTC--2021-08-23 15:25:00 UTC;63
1041;4;2021-08-18 14:38:00 UTC--2021-08-18 15:37:00 UTC;59
1043;4;2021-08-15 18:50:00 UTC--2021-08-15 19:34:00 UTC;44
1044;4;2021-08-24 10:06:00 UTC--2021-08-24 11:39:00 UTC;93
1045;61;2021-08-17 10:51:00 UTC--2021-08-17 11:55:00 UTC;64
1046;61;2021-08-07 10:59:00 UTC--2021-08-07 12:17:00 UTC;78
1048;61;2021-08-06 17:20:00 UTC--2021-08-06 18:17:00 UTC;57
1049;61;2021-08-13 15:47:00 UTC--2021-08-13 16:56:00 UTC;69
1050;61;2021-08-04 15:02:00 UTC--2021-08-04 15:48:00 UTC;46
1053;62;2021-07-29 12:25:00 UTC--2021-07-29 13:09:00 UTC;44
1055;62;2021-08-02 19:43:00 UTC--2021-08-02 20:20:00 UTC;37
1056;62;2021-08-01 14:35:00 UTC--2021-08-01 15:13:00 UTC;38
1057;193;2021-08-17 17:33:00 UTC--2021-08-17 18:53:00 UTC;80
1058;193;2021-08-13 17:42:00 UTC--2021-08-13 18:57:00 UTC;75
1059;193;2021-08-14 17:37:00 UTC--2021-08-14 18:43:00 UTC;66
1060;193;2021-08-08 18:34:00 UTC--2021-08-08 19:36:00 UTC;62
1061;193;2021-08-07 15:30:00 UTC--2021-08-07 16:25:00 UTC;55
1062;193;2021-08-16 18:22:00 UTC--2021-08-16 19:28:00 UTC;66
1063;186;2021-07-28 07:12:00 UTC--2021-07-28 07:58:00 UTC;46
1064;186;2021-07-17 19:15:00 UTC--2021-07-17 20:04:00 UTC;49
1066;186;2021-07-16 16:39:00 UTC--2021-07-16 17:32:00 UTC;53
1067;186;2021-07-20 10:22:00 UTC--2021-07-20 11:16:00 UTC;54
1068;186;2021-07-13 16:59:00 UTC--2021-07-13 17:50:00 UTC;51
1069;8;2021-07-17 16:03:00 UTC--2021-07-17 17:08:00 UTC;65
1070;8;2021-07-20 18:44:00 UTC--2021-07-20 19:15:00 UTC;31
1073;8;2021-07-16 18:27:00 UTC--2021-07-16 19:36:00 UTC;69
1074;8;2021-07-14 13:20:00 UTC--2021-07-14 14:13:00 UTC;53
1075;171;2021-07-17 12:14:00 UTC--2021-07-17 13:10:00 UTC;56
1076;171;2021-07-19 17:16:00 UTC--2021-07-19 18:25:00 UTC;69
1078;171;2021-07-13 17:04:00 UTC--2021-07-13 17:57:00 UTC;53
1079;171;2021-07-18 20:37:00 UTC--2021-07-18 21:27:00 UTC;50
1080;171;2021-07-17 14:31:00 UTC--2021-07-17 15:23:00 UTC;52
1081;84;2021-07-07 21:23:00 UTC--2021-07-07 22:19:00 UTC;56
1082;84;2021-07-12 16:27:00 UTC--2021-07-12 17:45:00 UTC;78
1084;84;2021-07-20 12:11:00 UTC--2021-07-20 13:10:00 UTC;59
1085;84;2021-07-12 20:02:00 UTC--2021-07-12 20:45:00 UTC;43
1086;84;2021-07-08 11:48:00 UTC--2021-07-08 12:37:00 UTC;49
1087;140;2021-08-08 15:21:00 UTC--2021-08-08 16:13:00 UTC;52
1088;140;2021-08-09 20:17:00 UTC--2021-08-09 21:09:00 UTC;52
1090;140;2021-08-10 17:33:00 UTC--2021-08-10 18:12:00 UTC;39
1091;140;2021-08-07 11:02:00 UTC--2021-08-07 12:12:00 UTC;70
1093;81;2021-09-17 19:51:00 UTC--2021-09-17 20:53:00 UTC;62
1095;81;2021-09-08 19:26:00 UTC--2021-09-08 20:03:00 UTC;37
1096;81;2021-09-13 15:46:00 UTC--2021-09-13 16:44:00 UTC;58
1097;81;2021-09-11 19:38:00 UTC--2021-09-11 20:29:00 UTC;51
1100;126;2021-07-19 15:09:00 UTC--2021-07-19 15:48:00 UTC;39
1101;126;2021-07-18 16:04:00 UTC--2021-07-18 17:00:00 UTC;56
1103;126;2021-07-14 17:45:00 UTC--2021-07-14 18:22:00 UTC;37
1104;126;2021-07-19 17:02:00 UTC--2021-07-19 18:06:00 UTC;64
1105;209;2021-07-20 13:28:00 UTC--2021-07-20 14:21:00 UTC;53
1108;209;2021-07-16 18:27:00 UTC--2021-07-16 19:17:00 UTC;50
1109;209;2021-07-19 10:29:00 UTC--2021-07-19 11:26:00 UTC;57
1110;209;2021-07-19 12:02:00 UTC--2021-07-19 12:48:00 UTC;46
1114;15;2021-07-29 13:09:00 UTC--2021-07-29 13:56:00 UTC;47
1117;7;2021-07-08 15:28:00 UTC--2021-07-08 16:26:00 UTC;58
1118;7;2021-07-08 17:14:00 UTC--2021-07-08 17:57:00 UTC;43
1120;7;2021-07-12 17:55:00 UTC--2021-07-12 18:59:00 UTC;64
1121;7;2021-07-08 20:26:00 UTC--2021-07-08 21:19:00 UTC;53
1123;210;2021-07-21 16:59:00 UTC--2021-07-21 17:57:00 UTC;58
1125;210;2021-07-29 18:03:00 UTC--2021-07-29 19:04:00 UTC;61
1126;210;2021-07-21 18:25:00 UTC--2021-07-21 19:16:00 UTC;51
1127;210;2021-07-24 18:47:00 UTC--2021-07-24 19:46:00 UTC;59
1128;210;2021-07-22 22:01:00 UTC--2021-07-22 23:09:00 UTC;68
1129;27;2021-07-24 16:56:00 UTC--2021-07-24 17:49:00 UTC;53
1130;27;2021-07-26 12:52:00 UTC--2021-07-26 13:47:00 UTC;55
1131;27;2021-07-26 15:14:00 UTC--2021-07-26 16:16:00 UTC;62
1132;27;2021-07-24 19:17:00 UTC--2021-07-24 20:10:00 UTC;53
1133;27;2021-07-23 14:20:00 UTC--2021-07-23 15:05:00 UTC;45
1135;1;2021-08-12 17:48:00 UTC--2021-08-12 18:50:00 UTC;62
1137;1;2021-08-14 18:04:00 UTC--2021-08-14 18:46:00 UTC;42
1138;1;2021-08-09 18:51:00 UTC--2021-08-09 19:59:00 UTC;68
1139;1;2021-08-10 10:51:00 UTC--2021-08-10 11:40:00 UTC;49
1140;1;2021-08-07 11:11:00 UTC--2021-08-07 11:56:00 UTC;45
1142;150;2021-07-30 20:32:00 UTC--2021-07-30 21:23:00 UTC;51
1143;150;2021-08-01 19:25:00 UTC--2021-08-01 20:19:00 UTC;54
1144;150;2021-08-03 13:12:00 UTC--2021-08-03 14:19:00 UTC;67
1145;150;2021-08-03 14:44:00 UTC--2021-08-03 15:41:00 UTC;57
1146;150;2021-08-02 13:16:00 UTC--2021-08-02 14:10:00 UTC;54
1147;26;2021-07-26 18:14:00 UTC--2021-07-26 19:24:00 UTC;70
1148;26;2021-07-25 14:12:00 UTC--2021-07-25 14:51:00 UTC;39
1149;26;2021-07-27 18:23:00 UTC--2021-07-27 18:59:00 UTC;36
1150;26;2021-07-22 18:56:00 UTC--2021-07-22 19:57:00 UTC;61
1152;26;2021-07-21 18:52:00 UTC--2021-07-21 19:52:00 UTC;60
1153;72;2021-07-17 15:54:00 UTC--2021-07-17 17:02:00 UTC;68
1155;72;2021-07-17 17:48:00 UTC--2021-07-17 18:50:00 UTC;62
1156;72;2021-07-28 10:05:00 UTC--2021-07-28 10:55:00 UTC;50
1157;72;2021-07-16 10:55:00 UTC--2021-07-16 11:30:00 UTC;35
1158;72;2021-07-18 16:39:00 UTC--2021-07-18 17:44:00 UTC;65
1159;177;2021-08-13 15:07:00 UTC--2021-08-13 15:54:00 UTC;47
1160;177;2021-08-12 11:31:00 UTC--2021-08-12 12:14:00 UTC;43
1161;177;2021-08-16 18:06:00 UTC--2021-08-16 19:15:00 UTC;69
1164;177;2021-08-10 13:22:00 UTC--2021-08-10 14:21:00 UTC;59
1165;149;2021-08-20 18:30:00 UTC--2021-08-20 19:27:00 UTC;57
1167;149;2021-08-17 15:39:00 UTC--2021-08-17 16:17:00 UTC;38
1168;149;2021-08-17 17:07:00 UTC--2021-08-17 18:19:00 UTC;72
1171;61;2021-08-01 17:28:00 UTC--2021-08-01 18:13:00 UTC;45
1172;61;2021-07-31 16:23:00 UTC--2021-07-31 17:03:00 UTC;40
1174;61;2021-07-29 10:07:00 UTC--2021-07-29 10:52:00 UTC;45
1176;61;2021-08-01 19:24:00 UTC--2021-08-01 19:57:00 UTC;33
1177;177;2021-08-19 18:40:00 UTC--2021-08-19 19:37:00 UTC;57
1178;177;2021-08-22 17:27:00 UTC--2021-08-22 18:47:00 UTC;80
1180;177;2021-08-20 14:47:00 UTC--2021-08-20 16:07:00 UTC;80
1181;177;2021-08-20 17:24:00 UTC--2021-08-20 18:40:00 UTC;76
1183;146;2021-09-02 15:04:00 UTC--2021-09-02 15:52:00 UTC;48
1184;146;2021-08-30 14:44:00 UTC--2021-08-30 15:35:00 UTC;51
1185;146;2021-09-02 17:24:00 UTC--2021-09-02 18:22:00 UTC;58
1187;146;2021-09-05 18:43:00 UTC--2021-09-05 19:33:00 UTC;50
1188;146;2021-09-08 20:00:00 UTC--2021-09-08 21:01:00 UTC;61
1190;42;2021-07-10 09:21:00 UTC--2021-07-10 10:43:00 UTC;82
1193;42;2021-07-13 14:56:00 UTC--2021-07-13 16:25:00 UTC;89
1194;42;2021-07-11 19:23:00 UTC--2021-07-11 20:38:00 UTC;75
1195;148;2021-07-08 12:19:00 UTC--2021-07-08 13:17:00 UTC;58
1196;148;2021-07-07 19:48:00 UTC--2021-07-07 20:47:00 UTC;59
1197;148;2021-07-14 13:13:00 UTC--2021-07-14 14:03:00 UTC;50
1200;148;2021-07-10 13:20:00 UTC--2021-07-10 14:21:00 UTC;61
1203;190;2021-08-10 15:35:00 UTC--2021-08-10 16:14:00 UTC;39
1204;190;2021-08-12 15:10:00 UTC--2021-08-12 16:03:00 UTC;53
1206;190;2021-08-10 18:04:00 UTC--2021-08-10 18:34:00 UTC;30
1207;88;2021-08-31 15:12:00 UTC--2021-08-31 15:47:00 UTC;35
1208;88;2021-09-01 09:05:00 UTC--2021-09-01 09:43:00 UTC;38
1209;88;2021-08-30 14:09:00 UTC--2021-08-30 15:00:00 UTC;51
1210;88;2021-09-09 11:40:00 UTC--2021-09-09 12:14:00 UTC;34
1211;88;2021-08-31 17:23:00 UTC--2021-08-31 18:02:00 UTC;39
1213;181;2021-07-25 11:55:00 UTC--2021-07-25 12:45:00 UTC;50
1215;181;2021-07-15 15:05:00 UTC--2021-07-15 16:07:00 UTC;62
1216;181;2021-07-21 18:32:00 UTC--2021-07-21 19:22:00 UTC;50
1220;58;2021-08-10 19:55:00 UTC--2021-08-10 20:45:00 UTC;50
1222;58;2021-08-07 12:05:00 UTC--2021-08-07 12:57:00 UTC;52
1223;58;2021-08-12 18:34:00 UTC--2021-08-12 19:30:00 UTC;56
1224;58;2021-08-13 15:32:00 UTC--2021-08-13 16:09:00 UTC;37
1226;161;2021-08-07 14:42:00 UTC--2021-08-07 15:46:00 UTC;64
1227;161;2021-08-16 18:58:00 UTC--2021-08-16 20:06:00 UTC;68
1228;161;2021-08-10 16:42:00 UTC--2021-08-10 17:38:00 UTC;56
1229;161;2021-08-11 20:30:00 UTC--2021-08-11 21:28:00 UTC;58
1232;61;2021-08-09 17:08:00 UTC--2021-08-09 18:23:00 UTC;75
1233;61;2021-08-04 16:30:00 UTC--2021-08-04 17:56:00 UTC;86
1234;61;2021-08-10 18:06:00 UTC--2021-08-10 19:10:00 UTC;64
1235;61;2021-08-13 17:08:00 UTC--2021-08-13 17:52:00 UTC;44
1236;61;2021-08-04 18:15:00 UTC--2021-08-04 19:22:00 UTC;67
1237;211;2021-07-29 15:36:00 UTC--2021-07-29 16:32:00 UTC;56
1238;211;2021-07-28 15:09:00 UTC--2021-07-28 16:13:00 UTC;64
1239;211;2021-07-28 16:39:00 UTC--2021-07-28 17:25:00 UTC;46
1240;211;2021-07-28 18:18:00 UTC--2021-07-28 19:15:00 UTC;57
1241;211;2021-07-29 17:17:00 UTC--2021-07-29 18:05:00 UTC;48
1242;211;2021-08-01 17:19:00 UTC--2021-08-01 18:04:00 UTC;45
1243;73;2021-09-02 17:00:00 UTC--2021-09-02 17:48:00 UTC;48
1244;73;2021-09-03 14:09:00 UTC--2021-09-03 14:58:00 UTC;49
1245;73;2021-08-31 10:40:00 UTC--2021-08-31 11:18:00 UTC;38
1247;73;2021-09-04 11:01:00 UTC--2021-09-04 11:44:00 UTC;43
1248;73;2021-09-05 11:25:00 UTC--2021-09-05 12:22:00 UTC;57
1249;109;2021-08-18 18:37:00 UTC--2021-08-18 20:05:00 UTC;88
1250;109;2021-08-19 16:12:00 UTC--2021-08-19 17:49:00 UTC;97
1251;109;2021-08-16 17:18:00 UTC--2021-08-16 18:44:00 UTC;86
1252;109;2021-08-15 12:26:00 UTC--2021-08-15 13:50:00 UTC;84
1253;109;2021-08-24 18:13:00 UTC--2021-08-24 19:52:00 UTC;99
1254;109;2021-08-18 20:44:00 UTC--2021-08-18 21:49:00 UTC;65
1255;63;2021-07-15 18:51:00 UTC--2021-07-15 20:08:00 UTC;77
1256;63;2021-07-16 19:30:00 UTC--2021-07-16 20:15:00 UTC;45
1257;63;2021-07-14 17:46:00 UTC--2021-07-14 18:41:00 UTC;55
1260;63;2021-07-17 13:43:00 UTC--2021-07-17 14:20:00 UTC;37
1262;115;2021-07-24 16:20:00 UTC--2021-07-24 17:03:00 UTC;43
1263;115;2021-07-21 15:27:00 UTC--2021-07-21 16:19:00 UTC;52
1264;115;2021-07-30 17:42:00 UTC--2021-07-30 18:37:00 UTC;55
1265;115;2021-07-26 19:51:00 UTC--2021-07-26 20:49:00 UTC;58
1266;115;2021-07-24 19:05:00 UTC--2021-07-24 20:03:00 UTC;58
1267;174;2021-09-17 17:02:00 UTC--2021-09-17 17:56:00 UTC;54
1269;174;2021-09-23 16:56:00 UTC--2021-09-23 17:55:00 UTC;59
1270;174;2021-09-20 16:12:00 UTC--2021-09-20 16:43:00 UTC;31
1271;174;2021-09-15 12:50:00 UTC--2021-09-15 13:47:00 UTC;57
1274;28;2021-07-19 18:14:00 UTC--2021-07-19 19:06:00 UTC;52
1275;28;2021-07-16 17:30:00 UTC--2021-07-16 18:05:00 UTC;35
1276;28;2021-07-19 19:53:00 UTC--2021-07-19 20:56:00 UTC;63
1277;28;2021-07-22 14:09:00 UTC--2021-07-22 15:10:00 UTC;61
1278;28;2021-07-20 12:11:00 UTC--2021-07-20 13:08:00 UTC;57
1280;92;2021-07-16 19:28:00 UTC--2021-07-16 20:21:00 UTC;53
1281;92;2021-07-11 16:09:00 UTC--2021-07-11 16:53:00 UTC;44
1283;92;2021-07-07 20:53:00 UTC--2021-07-07 21:35:00 UTC;42
1284;92;2021-07-12 16:00:00 UTC--2021-07-12 17:02:00 UTC;62
1285;164;2021-07-19 12:28:00 UTC--2021-07-19 13:30:00 UTC;62
1286;164;2021-07-15 19:03:00 UTC--2021-07-15 19:55:00 UTC;52
1288;164;2021-07-25 18:14:00 UTC--2021-07-25 19:06:00 UTC;52
1290;164;2021-07-21 15:55:00 UTC--2021-07-21 16:50:00 UTC;55
1291;136;2021-08-21 11:41:00 UTC--2021-08-21 12:31:00 UTC;50
1292;136;2021-08-17 14:59:00 UTC--2021-08-17 16:08:00 UTC;69
1293;136;2021-08-23 18:51:00 UTC--2021-08-23 19:57:00 UTC;66
1295;136;2021-08-26 19:10:00 UTC--2021-08-26 20:07:00 UTC;57
1296;136;2021-08-22 19:48:00 UTC--2021-08-22 20:50:00 UTC;62
1297;33;2021-07-18 18:08:00 UTC--2021-07-18 18:56:00 UTC;48
1298;33;2021-07-14 17:42:00 UTC--2021-07-14 18:35:00 UTC;53
1299;33;2021-07-18 19:47:00 UTC--2021-07-18 20:40:00 UTC;53
1300;33;2021-07-14 20:21:00 UTC--2021-07-14 21:05:00 UTC;44
1301;33;2021-07-17 17:59:00 UTC--2021-07-17 19:06:00 UTC;67
1303;17;2021-08-29 14:43:00 UTC--2021-08-29 15:28:00 UTC;45
1304;17;2021-08-22 14:42:00 UTC--2021-08-22 15:31:00 UTC;49
1305;17;2021-08-24 17:37:00 UTC--2021-08-24 18:36:00 UTC;59
1306;17;2021-08-23 16:21:00 UTC--2021-08-23 17:02:00 UTC;41
1307;17;2021-08-23 18:22:00 UTC--2021-08-23 19:29:00 UTC;67
1308;17;2021-08-27 16:12:00 UTC--2021-08-27 17:06:00 UTC;54
1309;48;2021-07-13 15:48:00 UTC--2021-07-13 16:50:00 UTC;62
1311;48;2021-07-20 20:43:00 UTC--2021-07-20 21:25:00 UTC;42
1312;48;2021-07-18 17:53:00 UTC--2021-07-18 18:49:00 UTC;56
1313;48;2021-07-18 19:23:00 UTC--2021-07-18 20:30:00 UTC;67
1314;48;2021-07-19 19:01:00 UTC--2021-07-19 19:56:00 UTC;55
1315;207;2021-08-13 19:57:00 UTC--2021-08-13 20:54:00 UTC;57
1316;207;2021-08-06 16:50:00 UTC--2021-08-06 17:57:00 UTC;67
1318;207;2021-08-12 18:11:00 UTC--2021-08-12 19:28:00 UTC;77
1319;207;2021-08-09 17:05:00 UTC--2021-08-09 17:56:00 UTC;51
1321;99;2021-08-08 13:38:00 UTC--2021-08-08 14:40:00 UTC;62
1324;99;2021-08-13 17:18:00 UTC--2021-08-13 18:06:00 UTC;48
1325;99;2021-08-16 21:24:00 UTC--2021-08-16 22:03:00 UTC;39
1327;82;2021-09-05 15:16:00 UTC--2021-09-05 16:01:00 UTC;45
1330;82;2021-09-07 19:49:00 UTC--2021-09-07 20:42:00 UTC;53
1331;82;2021-09-02 17:47:00 UTC--2021-09-02 18:47:00 UTC;60
1332;82;2021-09-03 17:51:00 UTC--2021-09-03 18:50:00 UTC;59
1333;18;2021-08-30 18:07:00 UTC--2021-08-30 18:57:00 UTC;50
1334;18;2021-08-27 16:17:00 UTC--2021-08-27 17:11:00 UTC;54
1335;18;2021-08-28 17:06:00 UTC--2021-08-28 18:01:00 UTC;55
1337;18;2021-09-06 20:42:00 UTC--2021-09-06 21:35:00 UTC;53
1338;18;2021-08-28 19:07:00 UTC--2021-08-28 20:02:00 UTC;55
1339;32;2021-07-13 18:16:00 UTC--2021-07-13 19:11:00 UTC;55
1341;32;2021-07-15 20:05:00 UTC--2021-07-15 21:12:00 UTC;67
1342;32;2021-07-10 18:38:00 UTC--2021-07-10 19:17:00 UTC;39
1343;32;2021-07-09 18:08:00 UTC--2021-07-09 18:44:00 UTC;36
1345;20;2021-07-17 20:13:00 UTC--2021-07-17 21:12:00 UTC;59
1347;20;2021-07-18 10:33:00 UTC--2021-07-18 11:09:00 UTC;36
1348;20;2021-07-18 13:15:00 UTC--2021-07-18 14:31:00 UTC;76
1351;103;2021-07-07 20:51:00 UTC--2021-07-07 21:54:00 UTC;63
1352;103;2021-07-18 13:15:00 UTC--2021-07-18 14:26:00 UTC;71
1353;103;2021-07-13 15:06:00 UTC--2021-07-13 15:53:00 UTC;47
1355;103;2021-07-11 10:39:00 UTC--2021-07-11 11:17:00 UTC;38
1356;103;2021-07-13 17:06:00 UTC--2021-07-13 18:12:00 UTC;66
1358;140;2021-08-20 15:37:00 UTC--2021-08-20 16:44:00 UTC;67
1359;140;2021-08-21 15:34:00 UTC--2021-08-21 17:01:00 UTC;87
1360;140;2021-08-20 19:40:00 UTC--2021-08-20 20:41:00 UTC;61
1361;140;2021-08-19 13:03:00 UTC--2021-08-19 14:06:00 UTC;63
1362;140;2021-08-15 18:56:00 UTC--2021-08-15 19:37:00 UTC;41
1363;188;2021-08-11 14:20:00 UTC--2021-08-11 15:16:00 UTC;56
1364;188;2021-08-11 16:38:00 UTC--2021-08-11 17:37:00 UTC;59
1365;188;2021-08-10 16:01:00 UTC--2021-08-10 16:40:00 UTC;39
1366;188;2021-08-11 18:07:00 UTC--2021-08-11 18:52:00 UTC;45
1367;188;2021-08-06 21:14:00 UTC--2021-08-06 22:37:00 UTC;83
1371;147;2021-07-20 17:12:00 UTC--2021-07-20 17:50:00 UTC;38
1372;147;2021-07-21 17:41:00 UTC--2021-07-21 18:15:00 UTC;34
1373;147;2021-07-19 21:13:00 UTC--2021-07-19 21:53:00 UTC;40
1374;147;2021-07-15 20:15:00 UTC--2021-07-15 21:00:00 UTC;45
1375;206;2021-07-27 20:47:00 UTC--2021-07-27 21:50:00 UTC;63
1376;206;2021-07-24 16:59:00 UTC--2021-07-24 18:07:00 UTC;68
1377;206;2021-07-25 09:17:00 UTC--2021-07-25 10:16:00 UTC;59
1378;206;2021-07-22 20:00:00 UTC--2021-07-22 20:58:00 UTC;58
1380;206;2021-07-25 11:48:00 UTC--2021-07-25 12:42:00 UTC;54
1381;130;2021-07-22 21:18:00 UTC--2021-07-22 21:57:00 UTC;39
1382;130;2021-07-18 07:51:00 UTC--2021-07-18 08:35:00 UTC;44
1383;130;2021-07-16 19:57:00 UTC--2021-07-16 20:35:00 UTC;38
1385;130;2021-07-15 10:41:00 UTC--2021-07-15 11:36:00 UTC;55
1386;130;2021-07-19 14:38:00 UTC--2021-07-19 15:48:00 UTC;70
1387;98;2021-08-16 12:19:00 UTC--2021-08-16 13:06:00 UTC;47
1388;98;2021-08-18 17:43:00 UTC--2021-08-18 18:35:00 UTC;52
1389;98;2021-08-19 18:35:00 UTC--2021-08-19 19:05:00 UTC;30
1390;98;2021-08-12 17:40:00 UTC--2021-08-12 18:20:00 UTC;40
1391;98;2021-08-16 14:01:00 UTC--2021-08-16 14:50:00 UTC;49
1392;98;2021-08-16 16:41:00 UTC--2021-08-16 17:38:00 UTC;57
1393;175;2021-09-20 11:35:00 UTC--2021-09-20 12:54:00 UTC;79
1395;175;2021-09-20 13:21:00 UTC--2021-09-20 14:36:00 UTC;75
1396;175;2021-09-21 19:27:00 UTC--2021-09-21 20:17:00 UTC;50
1397;175;2021-09-18 10:48:00 UTC--2021-09-18 12:04:00 UTC;76
1398;175;2021-09-20 15:02:00 UTC--2021-09-20 16:01:00 UTC;59
1400;131;2021-09-06 13:35:00 UTC--2021-09-06 14:31:00 UTC;56
1401;131;2021-09-06 16:04:00 UTC--2021-09-06 16:54:00 UTC;50
1402;131;2021-09-08 12:49:00 UTC--2021-09-08 13:53:00 UTC;64
1403;131;2021-09-04 15:24:00 UTC--2021-09-04 16:19:00 UTC;55
1404;131;2021-09-10 19:04:00 UTC--2021-09-10 20:13:00 UTC;69
1405;6;2021-07-31 20:56:00 UTC--2021-07-31 21:46:00 UTC;50
1406;6;2021-08-02 15:44:00 UTC--2021-08-02 16:20:00 UTC;36
1407;6;2021-08-02 18:29:00 UTC--2021-08-02 19:34:00 UTC;65
1408;6;2021-08-02 20:07:00 UTC--2021-08-02 21:31:00 UTC;84
1409;6;2021-07-28 16:28:00 UTC--2021-07-28 17:46:00 UTC;78
1411;16;2021-07-26 15:37:00 UTC--2021-07-26 16:47:00 UTC;70
1412;16;2021-07-27 13:31:00 UTC--2021-07-27 14:12:00 UTC;41
1413;16;2021-07-29 14:42:00 UTC--2021-07-29 15:47:00 UTC;65
1414;16;2021-07-22 11:52:00 UTC--2021-07-22 12:39:00 UTC;47
1415;16;2021-07-25 11:13:00 UTC--2021-07-25 12:20:00 UTC;67
1417;208;2021-07-10 14:49:00 UTC--2021-07-10 15:47:00 UTC;58
1418;208;2021-07-20 07:35:00 UTC--2021-07-20 08:45:00 UTC;70
1419;208;2021-07-21 13:32:00 UTC--2021-07-21 14:16:00 UTC;44
1420;208;2021-07-10 17:13:00 UTC--2021-07-10 18:10:00 UTC;57
1421;208;2021-07-10 19:09:00 UTC--2021-07-10 20:00:00 UTC;51
1422;208;2021-07-16 13:14:00 UTC--2021-07-16 14:02:00 UTC;48
1423;196;2021-08-31 14:22:00 UTC--2021-08-31 15:26:00 UTC;64
1424;196;2021-09-06 15:05:00 UTC--2021-09-06 15:38:00 UTC;33
1425;196;2021-09-02 10:51:00 UTC--2021-09-02 11:40:00 UTC;49
1426;196;2021-09-08 19:50:00 UTC--2021-09-08 20:40:00 UTC;50
