"idno";"intnum";"int_period";"duration"
2383;23;2021-08-18 10:36:00 UTC--2021-08-18 11:22:00 UTC;46
2384;23;2021-08-21 18:44:00 UTC--2021-08-21 19:44:00 UTC;60
2385;23;2021-08-20 12:31:00 UTC--2021-08-20 13:33:00 UTC;62
2386;23;2021-08-19 16:59:00 UTC--2021-08-19 18:00:00 UTC;61
2388;23;2021-08-29 10:18:00 UTC--2021-08-29 11:27:00 UTC;69
2389;109;2021-07-20 14:53:00 UTC--2021-07-20 16:01:00 UTC;68
2390;109;2021-07-18 10:57:00 UTC--2021-07-18 12:00:00 UTC;63
2392;109;2021-07-20 17:27:00 UTC--2021-07-20 18:32:00 UTC;65
2393;109;2021-07-19 20:13:00 UTC--2021-07-19 21:13:00 UTC;60
2394;109;2021-07-15 12:50:00 UTC--2021-07-15 13:54:00 UTC;64
2395;128;2021-09-21 12:24:00 UTC--2021-09-21 13:06:00 UTC;42
2396;128;2021-09-17 19:17:00 UTC--2021-09-17 19:59:00 UTC;42
2398;128;2021-09-15 18:48:00 UTC--2021-09-15 19:23:00 UTC;35
2399;128;2021-09-20 18:07:00 UTC--2021-09-20 18:39:00 UTC;32
2400;128;2021-09-19 19:31:00 UTC--2021-09-19 20:22:00 UTC;51
2401;131;2021-08-26 13:56:00 UTC--2021-08-26 14:54:00 UTC;58
2402;131;2021-08-25 18:14:00 UTC--2021-08-25 18:56:00 UTC;42
2405;131;2021-08-24 21:36:00 UTC--2021-08-24 22:24:00 UTC;48
2406;131;2021-08-26 15:54:00 UTC--2021-08-26 16:29:00 UTC;35
2407;134;2021-07-14 13:14:00 UTC--2021-07-14 14:27:00 UTC;73
2408;134;2021-07-18 17:27:00 UTC--2021-07-18 18:07:00 UTC;40
2409;134;2021-07-19 16:30:00 UTC--2021-07-19 17:17:00 UTC;47
2410;134;2021-07-13 20:01:00 UTC--2021-07-13 21:16:00 UTC;75
2412;134;2021-07-23 20:05:00 UTC--2021-07-23 21:22:00 UTC;77
2413;135;2021-09-13 16:54:00 UTC--2021-09-13 17:40:00 UTC;46
2414;135;2021-09-14 18:38:00 UTC--2021-09-14 19:25:00 UTC;47
2415;135;2021-09-15 17:23:00 UTC--2021-09-15 18:19:00 UTC;56
2417;135;2021-09-16 11:45:00 UTC--2021-09-16 12:28:00 UTC;43
2418;135;2021-09-25 09:58:00 UTC--2021-09-25 10:38:00 UTC;40
2420;182;2021-08-10 18:31:00 UTC--2021-08-10 19:32:00 UTC;61
2421;182;2021-08-13 14:40:00 UTC--2021-08-13 15:41:00 UTC;61
2422;182;2021-08-10 20:06:00 UTC--2021-08-10 21:22:00 UTC;76
2424;182;2021-08-12 19:02:00 UTC--2021-08-12 19:46:00 UTC;44
2427;103;2021-07-15 13:39:00 UTC--2021-07-15 15:01:00 UTC;82
2428;103;2021-07-19 09:06:00 UTC--2021-07-19 10:14:00 UTC;68
2430;103;2021-07-18 16:49:00 UTC--2021-07-18 17:42:00 UTC;53
2431;113;2021-07-24 18:18:00 UTC--2021-07-24 19:44:00 UTC;86
2432;113;2021-07-24 20:26:00 UTC--2021-07-24 21:17:00 UTC;51
2433;113;2021-07-22 18:12:00 UTC--2021-07-22 19:22:00 UTC;70
2435;113;2021-07-26 18:18:00 UTC--2021-07-26 19:11:00 UTC;53
2436;113;2021-07-26 20:37:00 UTC--2021-07-26 21:30:00 UTC;53
2437;50;2021-07-21 15:42:00 UTC--2021-07-21 16:40:00 UTC;58
2438;50;2021-07-28 10:09:00 UTC--2021-07-28 11:19:00 UTC;70
2439;50;2021-07-20 12:36:00 UTC--2021-07-20 13:39:00 UTC;63
2440;50;2021-07-28 12:16:00 UTC--2021-07-28 13:13:00 UTC;57
2442;50;2021-07-24 11:25:00 UTC--2021-07-24 12:23:00 UTC;58
2443;190;2021-07-25 16:23:00 UTC--2021-07-25 17:04:00 UTC;41
2444;190;2021-07-25 18:20:00 UTC--2021-07-25 19:10:00 UTC;50
2445;190;2021-07-21 15:55:00 UTC--2021-07-21 16:53:00 UTC;58
2446;190;2021-07-22 15:53:00 UTC--2021-07-22 16:44:00 UTC;51
2447;190;2021-07-24 16:18:00 UTC--2021-07-24 16:58:00 UTC;40
2450;9;2021-07-20 14:46:00 UTC--2021-07-20 15:49:00 UTC;63
2451;9;2021-07-25 15:42:00 UTC--2021-07-25 16:42:00 UTC;60
2452;9;2021-07-18 16:58:00 UTC--2021-07-18 17:43:00 UTC;45
2453;9;2021-07-19 16:34:00 UTC--2021-07-19 17:15:00 UTC;41
2454;9;2021-07-14 15:43:00 UTC--2021-07-14 16:42:00 UTC;59
2455;184;2021-08-15 19:45:00 UTC--2021-08-15 20:21:00 UTC;36
2456;184;2021-08-10 20:19:00 UTC--2021-08-10 21:22:00 UTC;63
2457;184;2021-08-12 15:02:00 UTC--2021-08-12 16:03:00 UTC;61
2459;184;2021-08-05 18:28:00 UTC--2021-08-05 19:23:00 UTC;55
2462;83;2021-09-04 17:15:00 UTC--2021-09-04 18:16:00 UTC;61
2463;83;2021-09-10 13:11:00 UTC--2021-09-10 14:23:00 UTC;72
2465;83;2021-09-06 13:25:00 UTC--2021-09-06 14:25:00 UTC;60
2466;83;2021-09-10 16:55:00 UTC--2021-09-10 17:29:00 UTC;34
2467;44;2021-09-02 13:55:00 UTC--2021-09-02 14:58:00 UTC;63
2468;44;2021-08-31 17:25:00 UTC--2021-08-31 18:26:00 UTC;61
2469;44;2021-09-05 18:53:00 UTC--2021-09-05 19:55:00 UTC;62
2470;44;2021-08-30 16:50:00 UTC--2021-08-30 17:44:00 UTC;54
2471;44;2021-09-02 17:15:00 UTC--2021-09-02 18:02:00 UTC;47
2472;44;2021-09-01 18:35:00 UTC--2021-09-01 19:08:00 UTC;33
2474;172;2021-09-04 18:41:00 UTC--2021-09-04 19:39:00 UTC;58
2475;172;2021-09-03 15:17:00 UTC--2021-09-03 16:00:00 UTC;43
2476;172;2021-09-08 18:55:00 UTC--2021-09-08 20:00:00 UTC;65
2477;172;2021-09-10 13:40:00 UTC--2021-09-10 14:32:00 UTC;52
2479;137;2021-09-07 11:27:00 UTC--2021-09-07 12:30:00 UTC;63
2480;137;2021-09-07 13:10:00 UTC--2021-09-07 13:54:00 UTC;44
2481;137;2021-09-11 10:36:00 UTC--2021-09-11 11:17:00 UTC;41
2484;137;2021-09-10 16:25:00 UTC--2021-09-10 17:31:00 UTC;66
2486;151;2021-07-23 17:52:00 UTC--2021-07-23 18:45:00 UTC;53
2487;151;2021-07-21 17:38:00 UTC--2021-07-21 18:30:00 UTC;52
2489;151;2021-07-26 16:17:00 UTC--2021-07-26 17:10:00 UTC;53
2491;30;2021-08-11 17:37:00 UTC--2021-08-11 18:55:00 UTC;78
2492;30;2021-08-09 12:11:00 UTC--2021-08-09 13:03:00 UTC;52
2494;30;2021-08-14 18:51:00 UTC--2021-08-14 19:48:00 UTC;57
2495;30;2021-08-08 16:36:00 UTC--2021-08-08 17:31:00 UTC;55
2496;30;2021-08-10 17:23:00 UTC--2021-08-10 18:10:00 UTC;47
2497;99;2021-08-11 17:27:00 UTC--2021-08-11 18:27:00 UTC;60
2499;99;2021-08-11 19:36:00 UTC--2021-08-11 20:33:00 UTC;57
2500;99;2021-08-11 21:25:00 UTC--2021-08-11 22:07:00 UTC;42
2502;99;2021-08-17 17:03:00 UTC--2021-08-17 17:45:00 UTC;42
2503;48;2021-07-24 18:23:00 UTC--2021-07-24 19:08:00 UTC;45
2504;48;2021-07-21 12:09:00 UTC--2021-07-21 12:46:00 UTC;37
2505;48;2021-07-24 20:54:00 UTC--2021-07-24 21:36:00 UTC;42
2506;48;2021-07-23 19:37:00 UTC--2021-07-23 20:22:00 UTC;45
2507;48;2021-07-28 19:20:00 UTC--2021-07-28 20:03:00 UTC;43
2508;48;2021-07-22 15:54:00 UTC--2021-07-22 16:46:00 UTC;52
2509;125;2021-08-01 11:10:00 UTC--2021-08-01 12:27:00 UTC;77
2510;125;2021-08-01 13:57:00 UTC--2021-08-01 15:06:00 UTC;69
2511;125;2021-08-03 17:05:00 UTC--2021-08-03 18:06:00 UTC;61
2512;125;2021-08-01 17:35:00 UTC--2021-08-01 18:10:00 UTC;35
2514;125;2021-08-03 20:46:00 UTC--2021-08-03 21:20:00 UTC;34
2517;13;2021-07-10 18:36:00 UTC--2021-07-10 19:32:00 UTC;56
2518;13;2021-07-14 18:23:00 UTC--2021-07-14 18:56:00 UTC;33
2519;13;2021-07-11 21:45:00 UTC--2021-07-11 22:38:00 UTC;53
2520;13;2021-07-08 10:47:00 UTC--2021-07-08 11:53:00 UTC;66
2521;118;2021-08-14 21:03:00 UTC--2021-08-14 21:39:00 UTC;36
2522;118;2021-08-16 17:26:00 UTC--2021-08-16 18:03:00 UTC;37
2523;118;2021-08-11 20:57:00 UTC--2021-08-11 21:48:00 UTC;51
2524;118;2021-08-13 17:55:00 UTC--2021-08-13 18:39:00 UTC;44
2527;184;2021-07-11 15:00:00 UTC--2021-07-11 15:52:00 UTC;52
2529;184;2021-07-08 14:44:00 UTC--2021-07-08 15:36:00 UTC;52
2531;184;2021-07-16 15:21:00 UTC--2021-07-16 16:07:00 UTC;46
2532;184;2021-07-12 11:03:00 UTC--2021-07-12 11:55:00 UTC;52
2533;191;2021-08-09 16:22:00 UTC--2021-08-09 17:19:00 UTC;57
2534;191;2021-08-06 13:18:00 UTC--2021-08-06 13:58:00 UTC;40
2535;191;2021-08-07 17:05:00 UTC--2021-08-07 17:51:00 UTC;46
2537;191;2021-08-11 12:48:00 UTC--2021-08-11 13:31:00 UTC;43
2540;205;2021-07-26 16:47:00 UTC--2021-07-26 17:50:00 UTC;63
2541;205;2021-07-27 09:15:00 UTC--2021-07-27 10:09:00 UTC;54
2542;205;2021-07-27 12:43:00 UTC--2021-07-27 13:50:00 UTC;67
2543;205;2021-08-03 15:47:00 UTC--2021-08-03 16:54:00 UTC;67
2545;66;2021-08-17 20:53:00 UTC--2021-08-17 21:42:00 UTC;49
2546;66;2021-08-11 18:20:00 UTC--2021-08-11 19:12:00 UTC;52
2547;66;2021-08-10 21:59:00 UTC--2021-08-10 22:55:00 UTC;56
2549;66;2021-08-06 14:58:00 UTC--2021-08-06 15:45:00 UTC;47
2550;66;2021-08-07 18:03:00 UTC--2021-08-07 18:42:00 UTC;39
2551;36;2021-07-22 12:40:00 UTC--2021-07-22 13:39:00 UTC;59
2552;36;2021-07-27 18:35:00 UTC--2021-07-27 19:16:00 UTC;41
2553;36;2021-07-23 21:00:00 UTC--2021-07-23 21:49:00 UTC;49
2555;36;2021-07-22 15:04:00 UTC--2021-07-22 16:01:00 UTC;57
2558;15;2021-07-27 16:08:00 UTC--2021-07-27 17:10:00 UTC;62
2559;15;2021-07-21 13:41:00 UTC--2021-07-21 14:39:00 UTC;58
2560;15;2021-08-01 14:11:00 UTC--2021-08-01 15:06:00 UTC;55
2565;132;2021-07-31 17:26:00 UTC--2021-07-31 18:28:00 UTC;62
2566;132;2021-07-29 10:40:00 UTC--2021-07-29 11:49:00 UTC;69
2567;132;2021-07-29 12:27:00 UTC--2021-07-29 13:26:00 UTC;59
2568;132;2021-07-31 20:04:00 UTC--2021-07-31 21:07:00 UTC;63
2569;127;2021-07-22 14:03:00 UTC--2021-07-22 14:47:00 UTC;44
2570;127;2021-07-23 13:04:00 UTC--2021-07-23 14:06:00 UTC;62
2571;127;2021-07-26 17:06:00 UTC--2021-07-26 17:50:00 UTC;44
2573;127;2021-07-28 17:02:00 UTC--2021-07-28 17:37:00 UTC;35
2575;59;2021-07-11 16:25:00 UTC--2021-07-11 17:12:00 UTC;47
2576;59;2021-07-12 14:29:00 UTC--2021-07-12 15:17:00 UTC;48
2577;59;2021-07-11 18:16:00 UTC--2021-07-11 19:08:00 UTC;52
2578;59;2021-07-13 13:02:00 UTC--2021-07-13 14:02:00 UTC;60
2579;59;2021-07-12 16:40:00 UTC--2021-07-12 17:29:00 UTC;49
2581;32;2021-07-11 14:14:00 UTC--2021-07-11 14:57:00 UTC;43
2583;32;2021-07-19 09:05:00 UTC--2021-07-19 10:32:00 UTC;87
2584;32;2021-07-08 17:52:00 UTC--2021-07-08 19:09:00 UTC;77
2585;32;2021-07-11 16:32:00 UTC--2021-07-11 17:05:00 UTC;33
2586;32;2021-07-12 18:59:00 UTC--2021-07-12 19:43:00 UTC;44
2587;99;2021-08-18 08:04:00 UTC--2021-08-18 08:47:00 UTC;43
2588;99;2021-08-18 09:36:00 UTC--2021-08-18 10:38:00 UTC;62
2590;99;2021-08-13 11:35:00 UTC--2021-08-13 12:14:00 UTC;39
2591;99;2021-08-13 13:34:00 UTC--2021-08-13 14:14:00 UTC;40
2592;99;2021-08-16 18:55:00 UTC--2021-08-16 19:35:00 UTC;40
2593;108;2021-08-11 11:14:00 UTC--2021-08-11 12:19:00 UTC;65
2594;108;2021-08-08 17:47:00 UTC--2021-08-08 19:16:00 UTC;89
2595;108;2021-08-12 15:06:00 UTC--2021-08-12 16:26:00 UTC;80
2596;108;2021-08-22 20:08:00 UTC--2021-08-22 21:15:00 UTC;67
2597;108;2021-08-08 20:15:00 UTC--2021-08-08 21:27:00 UTC;72
2598;108;2021-08-11 15:13:00 UTC--2021-08-11 15:48:00 UTC;35
2599;119;2021-08-23 16:15:00 UTC--2021-08-23 17:15:00 UTC;60
2602;119;2021-08-26 17:39:00 UTC--2021-08-26 18:33:00 UTC;54
2604;119;2021-08-30 13:22:00 UTC--2021-08-30 14:28:00 UTC;66
2605;150;2021-07-10 12:18:00 UTC--2021-07-10 13:23:00 UTC;65
2606;150;2021-07-12 19:10:00 UTC--2021-07-12 20:31:00 UTC;81
2607;150;2021-07-13 16:41:00 UTC--2021-07-13 17:39:00 UTC;58
2608;150;2021-07-13 18:11:00 UTC--2021-07-13 19:02:00 UTC;51
2609;150;2021-07-12 20:58:00 UTC--2021-07-12 21:38:00 UTC;40
2610;150;2021-07-14 15:41:00 UTC--2021-07-14 16:22:00 UTC;41
2611;90;2021-08-11 12:13:00 UTC--2021-08-11 12:59:00 UTC;46
2612;90;2021-08-15 12:05:00 UTC--2021-08-15 13:20:00 UTC;75
2614;90;2021-08-11 14:57:00 UTC--2021-08-11 15:31:00 UTC;34
2615;90;2021-08-14 15:06:00 UTC--2021-08-14 16:06:00 UTC;60
2618;67;2021-09-16 18:42:00 UTC--2021-09-16 19:46:00 UTC;64
2620;67;2021-09-07 12:32:00 UTC--2021-09-07 13:42:00 UTC;70
2621;67;2021-09-12 18:53:00 UTC--2021-09-12 19:51:00 UTC;58
2622;67;2021-09-11 10:31:00 UTC--2021-09-11 11:32:00 UTC;61
2623;9;2021-07-16 19:44:00 UTC--2021-07-16 20:36:00 UTC;52
2625;9;2021-07-20 18:29:00 UTC--2021-07-20 19:27:00 UTC;58
2626;9;2021-07-13 18:04:00 UTC--2021-07-13 18:52:00 UTC;48
2628;9;2021-07-18 20:32:00 UTC--2021-07-18 21:11:00 UTC;39
2630;72;2021-07-14 09:14:00 UTC--2021-07-14 10:22:00 UTC;68
2634;72;2021-07-11 17:20:00 UTC--2021-07-11 18:07:00 UTC;47
2636;121;2021-07-22 16:07:00 UTC--2021-07-22 17:50:00 UTC;103
2637;121;2021-07-22 17:48:00 UTC--2021-07-22 18:51:00 UTC;63
2638;121;2021-07-25 16:21:00 UTC--2021-07-25 17:12:00 UTC;51
2639;121;2021-07-27 14:34:00 UTC--2021-07-27 15:15:00 UTC;41
2640;121;2021-07-27 16:42:00 UTC--2021-07-27 17:13:00 UTC;31
2642;107;2021-08-06 19:34:00 UTC--2021-08-06 20:31:00 UTC;57
2643;107;2021-08-03 15:10:00 UTC--2021-08-03 16:13:00 UTC;63
2644;107;2021-07-31 18:54:00 UTC--2021-07-31 19:41:00 UTC;47
2646;107;2021-07-29 09:19:00 UTC--2021-07-29 10:14:00 UTC;55
2648;169;2021-07-30 08:33:00 UTC--2021-07-30 09:59:00 UTC;86
2650;169;2021-07-23 16:09:00 UTC--2021-07-23 17:06:00 UTC;57
2651;169;2021-07-23 18:39:00 UTC--2021-07-23 19:38:00 UTC;59
2652;169;2021-07-27 11:04:00 UTC--2021-07-27 11:54:00 UTC;50
2653;82;2021-08-25 15:50:00 UTC--2021-08-25 17:15:00 UTC;85
2655;82;2021-08-21 14:30:00 UTC--2021-08-21 15:43:00 UTC;73
2657;82;2021-08-26 16:13:00 UTC--2021-08-26 16:46:00 UTC;33
2658;82;2021-08-26 18:45:00 UTC--2021-08-26 19:44:00 UTC;59
2659;121;2021-08-18 17:25:00 UTC--2021-08-18 19:09:00 UTC;104
2660;121;2021-08-22 11:07:00 UTC--2021-08-22 12:15:00 UTC;68
2662;121;2021-08-17 11:40:00 UTC--2021-08-17 13:11:00 UTC;91
2663;121;2021-08-18 20:27:00 UTC--2021-08-18 21:49:00 UTC;82
2664;121;2021-08-17 13:55:00 UTC--2021-08-17 14:42:00 UTC;47
2665;104;2021-08-11 11:44:00 UTC--2021-08-11 12:43:00 UTC;59
2666;104;2021-08-12 17:42:00 UTC--2021-08-12 18:31:00 UTC;49
2667;104;2021-08-07 18:27:00 UTC--2021-08-07 19:25:00 UTC;58
2669;104;2021-08-09 11:21:00 UTC--2021-08-09 12:09:00 UTC;48
2670;104;2021-08-17 16:23:00 UTC--2021-08-17 17:11:00 UTC;48
2671;198;2021-07-12 17:53:00 UTC--2021-07-12 18:45:00 UTC;52
2672;198;2021-07-08 16:55:00 UTC--2021-07-08 18:02:00 UTC;67
2673;198;2021-07-12 20:10:00 UTC--2021-07-12 21:01:00 UTC;51
2675;198;2021-07-11 15:31:00 UTC--2021-07-11 16:36:00 UTC;65
2676;198;2021-07-13 20:56:00 UTC--2021-07-13 22:13:00 UTC;77
2677;141;2021-07-23 19:06:00 UTC--2021-07-23 20:16:00 UTC;70
2679;141;2021-07-27 19:39:00 UTC--2021-07-27 20:53:00 UTC;74
2680;141;2021-07-25 18:31:00 UTC--2021-07-25 19:50:00 UTC;79
2681;141;2021-07-26 14:15:00 UTC--2021-07-26 15:08:00 UTC;53
2682;141;2021-07-22 11:57:00 UTC--2021-07-22 13:00:00 UTC;63
2683;217;2021-07-16 16:06:00 UTC--2021-07-16 16:45:00 UTC;39
2684;217;2021-07-15 17:20:00 UTC--2021-07-15 17:56:00 UTC;36
2685;217;2021-07-23 16:42:00 UTC--2021-07-23 17:11:00 UTC;29
2686;217;2021-07-18 12:25:00 UTC--2021-07-18 13:02:00 UTC;37
2688;217;2021-07-13 15:26:00 UTC--2021-07-13 16:03:00 UTC;37
2689;206;2021-07-24 19:14:00 UTC--2021-07-24 20:09:00 UTC;55
2690;206;2021-07-28 15:00:00 UTC--2021-07-28 16:06:00 UTC;66
2691;206;2021-07-25 15:08:00 UTC--2021-07-25 15:45:00 UTC;37
2693;206;2021-07-31 11:20:00 UTC--2021-07-31 12:20:00 UTC;60
2697;123;2021-09-06 17:55:00 UTC--2021-09-06 18:52:00 UTC;57
2698;123;2021-09-14 07:47:00 UTC--2021-09-14 08:42:00 UTC;55
2699;123;2021-09-09 15:03:00 UTC--2021-09-09 15:54:00 UTC;51
2700;123;2021-09-18 18:50:00 UTC--2021-09-18 19:28:00 UTC;38
2701;66;2021-07-13 15:01:00 UTC--2021-07-13 15:45:00 UTC;44
2702;66;2021-07-12 15:13:00 UTC--2021-07-12 16:05:00 UTC;52
2704;66;2021-07-11 18:53:00 UTC--2021-07-11 19:43:00 UTC;50
2705;66;2021-07-14 15:14:00 UTC--2021-07-14 16:08:00 UTC;54
2707;70;2021-07-25 09:44:00 UTC--2021-07-25 10:34:00 UTC;50
2708;70;2021-07-30 16:28:00 UTC--2021-07-30 17:21:00 UTC;53
2709;70;2021-07-24 10:19:00 UTC--2021-07-24 11:03:00 UTC;44
2711;70;2021-07-26 16:52:00 UTC--2021-07-26 17:46:00 UTC;54
2712;70;2021-07-25 11:28:00 UTC--2021-07-25 12:29:00 UTC;61
2713;197;2021-08-12 21:13:00 UTC--2021-08-12 22:06:00 UTC;53
2714;197;2021-08-13 16:08:00 UTC--2021-08-13 16:55:00 UTC;47
2715;197;2021-08-09 15:22:00 UTC--2021-08-09 16:24:00 UTC;62
2716;197;2021-08-09 18:01:00 UTC--2021-08-09 18:43:00 UTC;42
2717;197;2021-08-13 18:02:00 UTC--2021-08-13 18:55:00 UTC;53
2718;197;2021-08-13 20:33:00 UTC--2021-08-13 21:29:00 UTC;56
2719;130;2021-07-25 08:16:00 UTC--2021-07-25 09:03:00 UTC;47
2720;130;2021-07-21 10:34:00 UTC--2021-07-21 11:38:00 UTC;64
2721;130;2021-07-24 20:02:00 UTC--2021-07-24 21:09:00 UTC;67
2723;130;2021-07-21 12:24:00 UTC--2021-07-21 13:36:00 UTC;72
2724;130;2021-07-22 19:32:00 UTC--2021-07-22 20:30:00 UTC;58
2725;47;2021-08-19 18:17:00 UTC--2021-08-19 19:26:00 UTC;69
2727;47;2021-08-19 20:18:00 UTC--2021-08-19 21:14:00 UTC;56
2728;47;2021-08-18 20:47:00 UTC--2021-08-18 21:44:00 UTC;57
2729;47;2021-08-14 16:02:00 UTC--2021-08-14 16:45:00 UTC;43
2730;47;2021-08-14 18:37:00 UTC--2021-08-14 19:24:00 UTC;47
2732;194;2021-08-09 11:52:00 UTC--2021-08-09 12:34:00 UTC;42
2733;194;2021-08-06 15:24:00 UTC--2021-08-06 16:26:00 UTC;62
2734;194;2021-08-05 15:37:00 UTC--2021-08-05 16:36:00 UTC;59
2735;194;2021-08-06 17:48:00 UTC--2021-08-06 18:41:00 UTC;53
2737;180;2021-08-19 12:28:00 UTC--2021-08-19 13:20:00 UTC;52
2739;180;2021-08-24 17:59:00 UTC--2021-08-24 18:52:00 UTC;53
2740;180;2021-08-14 14:56:00 UTC--2021-08-14 15:36:00 UTC;40
2743;101;2021-07-23 10:56:00 UTC--2021-07-23 11:50:00 UTC;54
2744;101;2021-08-02 13:34:00 UTC--2021-08-02 14:40:00 UTC;66
2745;101;2021-07-21 18:28:00 UTC--2021-07-21 19:17:00 UTC;49
2748;101;2021-07-26 17:52:00 UTC--2021-07-26 18:50:00 UTC;58
2749;120;2021-07-12 16:13:00 UTC--2021-07-12 17:05:00 UTC;52
2750;120;2021-07-07 15:49:00 UTC--2021-07-07 16:46:00 UTC;57
2751;120;2021-07-13 19:42:00 UTC--2021-07-13 20:21:00 UTC;39
2752;120;2021-07-09 20:26:00 UTC--2021-07-09 21:26:00 UTC;60
2753;120;2021-07-07 19:01:00 UTC--2021-07-07 19:48:00 UTC;47
2755;167;2021-07-17 16:03:00 UTC--2021-07-17 16:48:00 UTC;45
2756;167;2021-07-19 15:09:00 UTC--2021-07-19 16:02:00 UTC;53
2758;167;2021-07-13 13:19:00 UTC--2021-07-13 14:16:00 UTC;57
2759;167;2021-07-12 18:17:00 UTC--2021-07-12 19:07:00 UTC;50
2761;100;2021-07-15 11:47:00 UTC--2021-07-15 12:42:00 UTC;55
2762;100;2021-07-19 11:40:00 UTC--2021-07-19 12:20:00 UTC;40
2764;100;2021-07-13 14:27:00 UTC--2021-07-13 15:16:00 UTC;49
2765;100;2021-07-18 18:59:00 UTC--2021-07-18 20:01:00 UTC;62
2766;100;2021-07-15 13:31:00 UTC--2021-07-15 14:23:00 UTC;52
2769;105;2021-07-20 17:27:00 UTC--2021-07-20 18:29:00 UTC;62
2770;105;2021-07-21 14:51:00 UTC--2021-07-21 15:34:00 UTC;43
2771;105;2021-07-19 18:15:00 UTC--2021-07-19 19:07:00 UTC;52
2773;215;2021-07-13 17:35:00 UTC--2021-07-13 18:38:00 UTC;63
2775;215;2021-07-11 17:45:00 UTC--2021-07-11 18:47:00 UTC;62
2776;215;2021-07-18 16:49:00 UTC--2021-07-18 17:47:00 UTC;58
2778;215;2021-07-12 17:30:00 UTC--2021-07-12 18:48:00 UTC;78
2782;148;2021-07-14 11:05:00 UTC--2021-07-14 11:59:00 UTC;54
2783;148;2021-07-18 20:30:00 UTC--2021-07-18 21:14:00 UTC;44
2784;148;2021-07-15 14:13:00 UTC--2021-07-15 14:54:00 UTC;41
2785;83;2021-09-05 13:53:00 UTC--2021-09-05 14:56:00 UTC;63
2786;83;2021-09-04 19:33:00 UTC--2021-09-04 20:37:00 UTC;64
2787;83;2021-09-15 16:35:00 UTC--2021-09-15 17:26:00 UTC;51
2789;83;2021-09-10 19:16:00 UTC--2021-09-10 19:48:00 UTC;32
2790;83;2021-09-08 17:09:00 UTC--2021-09-08 17:48:00 UTC;39
2792;202;2021-08-09 17:39:00 UTC--2021-08-09 18:38:00 UTC;59
2794;202;2021-08-07 17:11:00 UTC--2021-08-07 17:53:00 UTC;42
2795;202;2021-08-10 16:54:00 UTC--2021-08-10 17:57:00 UTC;63
2796;202;2021-08-12 14:16:00 UTC--2021-08-12 15:18:00 UTC;62
2797;124;2021-08-31 12:19:00 UTC--2021-08-31 13:25:00 UTC;66
2800;124;2021-08-30 17:41:00 UTC--2021-08-30 19:11:00 UTC;90
2801;124;2021-08-30 19:44:00 UTC--2021-08-30 21:04:00 UTC;80
2802;124;2021-08-30 21:43:00 UTC--2021-08-30 22:33:00 UTC;50
2803;174;2021-09-25 17:24:00 UTC--2021-09-25 18:33:00 UTC;69
2804;174;2021-09-16 15:32:00 UTC--2021-09-16 16:34:00 UTC;62
2805;174;2021-09-21 10:52:00 UTC--2021-09-21 11:55:00 UTC;63
2806;174;2021-09-16 18:10:00 UTC--2021-09-16 18:57:00 UTC;47
2807;174;2021-09-15 15:08:00 UTC--2021-09-15 16:03:00 UTC;55
2808;174;2021-09-17 20:54:00 UTC--2021-09-17 21:58:00 UTC;64
2810;15;2021-07-25 18:00:00 UTC--2021-07-25 19:10:00 UTC;70
2811;15;2021-07-21 15:29:00 UTC--2021-07-21 16:48:00 UTC;79
2812;15;2021-07-24 20:15:00 UTC--2021-07-24 21:33:00 UTC;78
2813;15;2021-08-02 14:24:00 UTC--2021-08-02 15:17:00 UTC;53
2814;15;2021-07-26 17:56:00 UTC--2021-07-26 18:48:00 UTC;52
2815;70;2021-07-28 11:07:00 UTC--2021-07-28 11:46:00 UTC;39
2816;70;2021-07-24 13:05:00 UTC--2021-07-24 14:02:00 UTC;57
2817;70;2021-07-26 18:36:00 UTC--2021-07-26 19:11:00 UTC;35
2819;70;2021-07-22 20:15:00 UTC--2021-07-22 21:17:00 UTC;62
2821;29;2021-07-27 11:49:00 UTC--2021-07-27 12:41:00 UTC;52
2823;29;2021-07-26 17:41:00 UTC--2021-07-26 18:51:00 UTC;70
2824;29;2021-07-23 14:54:00 UTC--2021-07-23 15:53:00 UTC;59
2825;29;2021-07-25 17:13:00 UTC--2021-07-25 18:08:00 UTC;55
2826;29;2021-07-30 15:57:00 UTC--2021-07-30 16:49:00 UTC;52
2827;5;2021-08-12 15:39:00 UTC--2021-08-12 17:20:00 UTC;101
2828;5;2021-08-11 14:16:00 UTC--2021-08-11 15:12:00 UTC;56
2829;5;2021-08-18 10:59:00 UTC--2021-08-18 12:10:00 UTC;71
2830;5;2021-08-10 17:45:00 UTC--2021-08-10 19:22:00 UTC;97
2831;5;2021-08-14 14:07:00 UTC--2021-08-14 15:06:00 UTC;59
2832;5;2021-08-11 16:17:00 UTC--2021-08-11 17:19:00 UTC;62
2833;197;2021-08-13 10:43:00 UTC--2021-08-13 12:01:00 UTC;78
2834;197;2021-08-13 12:50:00 UTC--2021-08-13 13:33:00 UTC;43
2835;197;2021-08-17 15:32:00 UTC--2021-08-17 16:36:00 UTC;64
2836;197;2021-08-12 19:00:00 UTC--2021-08-12 19:47:00 UTC;47
2840;183;2021-07-14 14:11:00 UTC--2021-07-14 15:22:00 UTC;71
2841;183;2021-07-14 15:48:00 UTC--2021-07-14 16:59:00 UTC;71
2842;183;2021-07-15 13:31:00 UTC--2021-07-15 14:26:00 UTC;55
