"idno";"intnum";"start";"end";"timebtwints"
880;38;2021-08-26 15:51:00;2021-08-26 17:05:00;8698
1752;39;2021-08-17 17:04:00;2021-08-17 17:57:00;NA
1747;39;2021-08-22 15:01:00;2021-08-22 15:53:00;7024
1749;39;2021-08-22 17:21:00;2021-08-22 18:11:00;88
1750;39;2021-08-23 19:06:00;2021-08-23 20:03:00;1495
2943;40;2021-07-09 18:04:00;2021-07-09 19:04:00;NA
2944;40;2021-07-10 14:07:00;2021-07-10 15:01:00;1143
2942;40;2021-07-13 19:24:00;2021-07-13 20:26:00;4583
2945;40;2021-07-13 21:52:00;2021-07-13 22:52:00;86
3393;40;2021-08-15 13:52:00;2021-08-15 14:51:00;46980
3394;40;2021-08-15 15:28:00;2021-08-15 16:08:00;37
3395;40;2021-08-15 17:35:00;2021-08-15 18:24:00;87
3396;40;2021-08-19 15:03:00;2021-08-19 15:59:00;5559
3392;40;2021-08-20 11:51:00;2021-08-20 12:49:00;1192
3118;41;2021-07-13 11:35:00;2021-07-13 12:32:00;NA
3115;41;2021-07-16 16:12:00;2021-07-16 17:05:00;4540
3120;41;2021-07-17 13:22:00;2021-07-17 14:17:00;1217
3117;41;2021-07-18 18:41:00;2021-07-18 19:34:00;1704
388;41;2021-07-23 16:52:00;2021-07-23 17:50:00;7038
385;41;2021-07-24 17:06:00;2021-07-24 18:00:00;1396
390;41;2021-07-25 13:33:00;2021-07-25 14:27:00;1173
3119;41;2021-07-26 13:56:00;2021-07-26 14:51:00;1409
386;41;2021-07-27 12:27:00;2021-07-27 13:41:00;1296
2948;41;2021-08-04 11:16:00;2021-08-04 12:30:00;11375
2947;41;2021-08-05 13:39:00;2021-08-05 14:23:00;1509
2951;41;2021-08-05 15:52:00;2021-08-05 16:41:00;89
2952;41;2021-08-05 17:25:00;2021-08-05 18:14:00;44
2950;41;2021-08-12 17:49:00;2021-08-12 18:39:00;10055
1190;42;2021-07-10 09:21:00;2021-07-10 10:43:00;NA
1194;42;2021-07-11 19:23:00;2021-07-11 20:38:00;1960
1193;42;2021-07-13 14:56:00;2021-07-13 16:25:00;2538
2858;42;2021-08-08 15:37:00;2021-08-08 16:33:00;37392
2859;42;2021-08-10 12:23:00;2021-08-10 13:14:00;2630
2861;42;2021-08-10 14:28:00;2021-08-10 15:16:00;74
2857;42;2021-08-18 17:35:00;2021-08-18 18:32:00;11659
2998;43;2021-08-08 16:13:00;2021-08-08 17:10:00;NA
2996;43;2021-08-09 09:15:00;2021-08-09 09:55:00;965
2999;43;2021-08-10 19:18:00;2021-08-10 20:12:00;2003
1478;43;2021-08-28 11:53:00;2021-08-28 12:40:00;25421
1479;43;2021-08-28 14:01:00;2021-08-28 14:53:00;81
1604;43;2021-08-29 11:45:00;2021-08-29 12:32:00;1252
1603;43;2021-08-31 10:33:00;2021-08-31 11:28:00;2761
1607;43;2021-08-31 13:05:00;2021-08-31 13:39:00;97
1477;43;2021-09-01 17:55:00;2021-09-01 18:46:00;1696
1481;43;2021-09-02 21:40:00;2021-09-02 22:31:00;1614
1480;43;2021-09-03 16:10:00;2021-09-03 17:04:00;1059
313;43;2021-09-04 20:09:00;2021-09-04 21:03:00;1625
314;43;2021-09-07 12:51:00;2021-09-07 13:39:00;3828
317;43;2021-09-07 17:06:00;2021-09-07 18:06:00;207
316;43;2021-09-11 14:22:00;2021-09-11 15:09:00;5536
315;43;2021-09-15 11:56:00;2021-09-15 12:51:00;5567
3288;44;2021-08-16 20:12:00;2021-08-16 21:01:00;NA
3286;44;2021-08-18 10:28:00;2021-08-18 11:11:00;2247
3284;44;2021-08-19 10:26:00;2021-08-19 11:18:00;1395
3285;44;2021-08-19 12:18:00;2021-08-19 13:21:00;60
3283;44;2021-08-22 18:59:00;2021-08-22 19:58:00;4658
2470;44;2021-08-30 16:50:00;2021-08-30 17:44:00;11332
2468;44;2021-08-31 17:25:00;2021-08-31 18:26:00;1421
2472;44;2021-09-01 18:35:00;2021-09-01 19:08:00;1449
2467;44;2021-09-02 13:55:00;2021-09-02 14:58:00;1127
2471;44;2021-09-02 17:15:00;2021-09-02 18:02:00;137
2469;44;2021-09-05 18:53:00;2021-09-05 19:55:00;4371
620;45;2021-09-13 14:16:00;2021-09-13 15:26:00;NA
623;45;2021-09-14 11:08:00;2021-09-14 11:54:00;1182
362;45;2021-09-14 13:25:00;2021-09-14 14:07:00;91
621;45;2021-09-15 11:27:00;2021-09-15 12:03:00;1280
624;45;2021-09-15 14:10:00;2021-09-15 15:41:00;127
361;45;2021-09-16 07:05:00;2021-09-16 07:42:00;924
363;45;2021-09-16 09:09:00;2021-09-16 10:15:00;87
366;45;2021-09-24 08:35:00;2021-09-24 09:14:00;11420
2897;46;2021-07-08 17:42:00;2021-07-08 18:34:00;NA
2896;46;2021-07-10 14:18:00;2021-07-10 14:53:00;2624
2895;46;2021-07-13 11:59:00;2021-07-13 12:52:00;4146
2894;46;2021-07-16 17:42:00;2021-07-16 18:24:00;4610
79;46;2021-08-04 16:22:00;2021-08-04 17:40:00;27238
1550;46;2021-08-05 12:58:00;2021-08-05 13:55:00;1158
542;46;2021-08-05 16:21:00;2021-08-05 17:09:00;146
1551;46;2021-08-06 14:49:00;2021-08-06 15:37:00;1300
83;46;2021-08-06 18:17:00;2021-08-06 18:56:00;160
2174;46;2021-08-07 13:51:00;2021-08-07 14:36:00;1135
543;46;2021-08-07 18:39:00;2021-08-07 19:20:00;243
545;46;2021-08-07 21:04:00;2021-08-07 21:42:00;104
1553;46;2021-08-09 12:51:00;2021-08-09 13:41:00;2349
2173;46;2021-08-09 15:27:00;2021-08-09 16:57:00;106
2177;46;2021-08-09 17:07:00;2021-08-09 18:12:00;10
2178;46;2021-08-09 18:56:00;2021-08-09 20:23:00;44
81;46;2021-08-10 15:50:00;2021-08-10 16:54:00;1167
2176;46;2021-08-14 17:55:00;2021-08-14 18:48:00;5821
1552;46;2021-08-19 10:22:00;2021-08-19 11:23:00;6694
2729;47;2021-08-14 16:02:00;2021-08-14 16:45:00;NA
2730;47;2021-08-14 18:37:00;2021-08-14 19:24:00;112
2364;47;2021-08-18 16:39:00;2021-08-18 17:40:00;5595
2728;47;2021-08-18 20:47:00;2021-08-18 21:44:00;187
2359;47;2021-08-19 13:49:00;2021-08-19 14:54:00;965
2360;47;2021-08-19 15:44:00;2021-08-19 16:41:00;50
2725;47;2021-08-19 18:17:00;2021-08-19 19:26:00;96
2727;47;2021-08-19 20:18:00;2021-08-19 21:14:00;52
2362;47;2021-08-20 18:56:00;2021-08-20 19:35:00;1302
1309;48;2021-07-13 15:48:00;2021-07-13 16:50:00;NA
1312;48;2021-07-18 17:53:00;2021-07-18 18:49:00;7263
1313;48;2021-07-18 19:23:00;2021-07-18 20:30:00;34
1314;48;2021-07-19 19:01:00;2021-07-19 19:56:00;1351
1311;48;2021-07-20 20:43:00;2021-07-20 21:25:00;1487
2504;48;2021-07-21 12:09:00;2021-07-21 12:46:00;884
2508;48;2021-07-22 15:54:00;2021-07-22 16:46:00;1628
2506;48;2021-07-23 19:37:00;2021-07-23 20:22:00;1611
2503;48;2021-07-24 18:23:00;2021-07-24 19:08:00;1321
2505;48;2021-07-24 20:54:00;2021-07-24 21:36:00;106
2507;48;2021-07-28 19:20:00;2021-07-28 20:03:00;5624
206;49;2021-08-17 10:25:00;2021-08-17 11:20:00;NA
210;49;2021-08-17 12:28:00;2021-08-17 13:25:00;68
205;49;2021-08-20 10:04:00;2021-08-20 10:51:00;4119
207;49;2021-08-20 11:42:00;2021-08-20 12:34:00;51
3034;50;2021-07-13 11:41:00;2021-07-13 12:32:00;NA
3032;50;2021-07-16 19:56:00;2021-07-16 21:09:00;4764
2439;50;2021-07-20 12:36:00;2021-07-20 13:39:00;5247
3035;50;2021-07-20 14:33:00;2021-07-20 15:11:00;54
2437;50;2021-07-21 15:42:00;2021-07-21 16:40:00;1471
2442;50;2021-07-24 11:25:00;2021-07-24 12:23:00;4005
2438;50;2021-07-28 10:09:00;2021-07-28 11:19:00;5626
2440;50;2021-07-28 12:16:00;2021-07-28 13:13:00;57
520;51;2021-08-09 08:39:00;2021-08-09 09:24:00;NA
521;51;2021-08-09 10:47:00;2021-08-09 11:50:00;83
519;51;2021-08-12 13:06:00;2021-08-12 14:10:00;4396
2863;51;2021-08-14 16:36:00;2021-08-14 17:21:00;3026
518;51;2021-08-14 19:31:00;2021-08-14 20:27:00;130
2864;51;2021-08-17 10:57:00;2021-08-17 11:32:00;3750
2866;51;2021-08-17 15:04:00;2021-08-17 16:22:00;212
2868;51;2021-08-19 13:54:00;2021-08-19 14:28:00;2732
2867;51;2021-08-21 14:51:00;2021-08-21 15:35:00;2903
3092;52;2021-07-09 16:49:00;2021-07-09 17:49:00;NA
3096;52;2021-07-11 11:17:00;2021-07-11 12:09:00;2488
3093;52;2021-07-13 09:43:00;2021-07-13 10:41:00;2734
3095;52;2021-07-13 12:17:00;2021-07-13 13:09:00;96
3094;52;2021-07-14 15:32:00;2021-07-14 16:23:00;1583
2170;53;2021-07-08 18:04:00;2021-07-08 18:45:00;NA
2167;53;2021-07-10 18:35:00;2021-07-10 19:14:00;2870
2171;53;2021-07-12 19:59:00;2021-07-12 21:00:00;2925
2168;53;2021-07-14 13:58:00;2021-07-14 14:54:00;2458
551;53;2021-07-22 18:48:00;2021-07-22 19:49:00;11754
552;53;2021-07-23 18:26:00;2021-07-23 19:08:00;1357
549;53;2021-07-24 09:55:00;2021-07-24 10:31:00;887
548;53;2021-07-26 13:59:00;2021-07-26 14:39:00;3088
550;53;2021-07-30 17:58:00;2021-07-30 19:06:00;5959
464;53;2021-08-06 19:37:00;2021-08-06 21:14:00;10111
466;53;2021-08-07 10:14:00;2021-08-07 11:04:00;780
467;53;2021-08-10 12:26:00;2021-08-10 13:12:00;4402
468;53;2021-08-11 16:31:00;2021-08-11 17:45:00;1639
463;53;2021-08-13 18:32:00;2021-08-13 19:27:00;2927
2166;54;2021-07-07 17:04:00;2021-07-07 18:06:00;NA
2164;54;2021-07-08 14:14:00;2021-07-08 15:14:00;1208
1902;54;2021-07-09 17:24:00;2021-07-09 18:03:00;1570
1898;54;2021-07-10 12:20:00;2021-07-10 13:09:00;1097
1901;54;2021-07-11 17:02:00;2021-07-11 17:36:00;1673
2162;54;2021-07-11 19:00:00;2021-07-11 19:59:00;84
2163;54;2021-07-13 12:14:00;2021-07-13 13:10:00;2415
2165;54;2021-07-13 15:02:00;2021-07-13 15:57:00;112
2161;54;2021-07-19 08:19:00;2021-07-19 09:21:00;8182
910;54;2021-07-21 13:40:00;2021-07-21 14:10:00;3139
911;54;2021-07-25 10:46:00;2021-07-25 11:20:00;5556
1716;54;2021-07-30 11:23:00;2021-07-30 12:18:00;7203
908;54;2021-07-31 10:07:00;2021-07-31 11:15:00;1309
909;54;2021-07-31 12:18:00;2021-07-31 13:30:00;63
1711;54;2021-07-31 14:29:00;2021-07-31 15:17:00;59
912;54;2021-08-02 09:19:00;2021-08-02 10:11:00;2522
1715;54;2021-08-03 17:04:00;2021-08-03 18:08:00;1853
1714;54;2021-08-04 18:15:00;2021-08-04 19:23:00;1447
2912;55;2021-08-09 12:14:00;2021-08-09 12:58:00;NA
1701;55;2021-08-10 16:57:00;2021-08-10 18:12:00;1679
2915;55;2021-08-11 12:49:00;2021-08-11 13:33:00;1117
1704;55;2021-08-11 15:06:00;2021-08-11 15:55:00;93
2914;55;2021-08-12 15:47:00;2021-08-12 16:54:00;1432
1702;55;2021-08-12 19:03:00;2021-08-12 20:26:00;129
1700;55;2021-08-13 20:21:00;2021-08-13 21:10:00;1435
2913;55;2021-08-14 16:58:00;2021-08-14 17:37:00;1188
2916;55;2021-08-19 19:52:00;2021-08-19 20:37:00;7335
1906;55;2021-08-29 11:30:00;2021-08-29 12:24:00;13853
1903;55;2021-08-30 12:19:00;2021-08-30 12:57:00;1435
1907;55;2021-08-30 13:54:00;2021-08-30 14:59:00;57
1908;55;2021-08-30 17:51:00;2021-08-30 18:31:00;172
1904;55;2021-08-31 15:03:00;2021-08-31 16:04:00;1232
3142;55;2021-09-07 16:51:00;2021-09-07 17:39:00;10127
3140;55;2021-09-08 13:42:00;2021-09-08 14:40:00;1203
3143;55;2021-09-10 11:56:00;2021-09-10 12:52:00;2716
3139;55;2021-09-12 17:10:00;2021-09-12 18:01:00;3138
3141;55;2021-09-14 18:36:00;2021-09-14 19:22:00;2915
3001;56;2021-07-07 10:07:00;2021-07-07 11:29:00;NA
751;56;2021-07-07 11:44:00;2021-07-07 12:45:00;15
756;56;2021-07-07 14:17:00;2021-07-07 15:32:00;92
3002;56;2021-07-08 14:58:00;2021-07-08 16:25:00;1406
753;56;2021-07-08 19:17:00;2021-07-08 20:19:00;172
755;56;2021-07-08 21:37:00;2021-07-08 22:26:00;78
2353;56;2021-07-09 10:37:00;2021-07-09 11:42:00;731
2357;56;2021-07-10 17:12:00;2021-07-10 18:09:00;1770
3004;56;2021-07-11 17:38:00;2021-07-11 18:35:00;1409
3006;56;2021-07-11 19:30:00;2021-07-11 20:14:00;55
2358;56;2021-07-12 17:13:00;2021-07-12 18:13:00;1259
3005;56;2021-07-13 11:05:00;2021-07-13 12:07:00;1012
2354;56;2021-07-13 13:10:00;2021-07-13 14:18:00;63
2355;56;2021-07-13 15:25:00;2021-07-13 16:18:00;67
2356;56;2021-07-13 16:52:00;2021-07-13 18:02:00;34
754;56;2021-07-13 18:37:00;2021-07-13 19:37:00;35
3315;56;2021-07-25 14:17:00;2021-07-25 14:52:00;16960
3313;56;2021-07-26 15:05:00;2021-07-26 16:17:00;1453
3316;56;2021-07-26 17:27:00;2021-07-26 18:38:00;70
3318;56;2021-08-02 17:48:00;2021-08-02 18:25:00;10030
3013;56;2021-08-05 16:06:00;2021-08-05 17:08:00;4181
3016;56;2021-08-07 19:58:00;2021-08-07 20:45:00;3050
3018;56;2021-08-08 13:47:00;2021-08-08 14:17:00;1022
3015;56;2021-08-09 14:45:00;2021-08-09 15:50:00;1468
3017;56;2021-08-11 13:40:00;2021-08-11 14:27:00;2750
1435;57;2021-07-10 15:06:00;2021-07-10 16:09:00;NA
1436;57;2021-07-10 17:22:00;2021-07-10 18:35:00;73
1437;57;2021-07-12 16:03:00;2021-07-12 16:59:00;2728
1680;57;2021-07-22 18:47:00;2021-07-22 19:45:00;14508
1675;57;2021-07-23 14:10:00;2021-07-23 15:30:00;1105
1676;57;2021-07-23 16:52:00;2021-07-23 17:34:00;82
1677;57;2021-07-26 12:06:00;2021-07-26 12:44:00;3992
1678;57;2021-07-26 14:46:00;2021-07-26 15:53:00;122
3242;58;2021-07-18 09:27:00;2021-07-18 10:24:00;NA
3244;58;2021-07-18 12:23:00;2021-07-18 13:15:00;119
3243;58;2021-07-21 08:12:00;2021-07-21 09:21:00;4017
3245;58;2021-07-22 19:32:00;2021-07-22 20:36:00;2051
1222;58;2021-08-07 12:05:00;2021-08-07 12:57:00;22529
1220;58;2021-08-10 19:55:00;2021-08-10 20:45:00;4738
1223;58;2021-08-12 18:34:00;2021-08-12 19:30:00;2749
1224;58;2021-08-13 15:32:00;2021-08-13 16:09:00;1202
2575;59;2021-07-11 16:25:00;2021-07-11 17:12:00;NA
2577;59;2021-07-11 18:16:00;2021-07-11 19:08:00;64
2576;59;2021-07-12 14:29:00;2021-07-12 15:17:00;1161
2579;59;2021-07-12 16:40:00;2021-07-12 17:29:00;83
2578;59;2021-07-13 13:02:00;2021-07-13 14:02:00;1173
716;59;2021-07-22 14:45:00;2021-07-22 15:59:00;13003
715;59;2021-07-25 17:20:00;2021-07-25 18:25:00;4401
718;59;2021-07-25 20:35:00;2021-07-25 21:11:00;130
719;59;2021-07-27 08:35:00;2021-07-27 09:45:00;2124
720;59;2021-07-27 10:51:00;2021-07-27 11:27:00;66
2194;59;2021-08-05 13:21:00;2021-08-05 14:11:00;13074
2191;59;2021-08-09 17:19:00;2021-08-09 18:30:00;5948
2195;59;2021-08-13 18:44:00;2021-08-13 19:41:00;5774
1837;60;2021-07-21 15:37:00;2021-07-21 16:47:00;NA
1841;60;2021-07-27 10:32:00;2021-07-27 11:40:00;8265
1842;60;2021-07-27 13:10:00;2021-07-27 14:00:00;90
1840;60;2021-07-30 14:53:00;2021-07-30 16:14:00;4373
1838;60;2021-08-04 18:24:00;2021-08-04 19:14:00;7330
1174;61;2021-07-29 10:07:00;2021-07-29 10:52:00;NA
1172;61;2021-07-31 16:23:00;2021-07-31 17:03:00;3211
1171;61;2021-08-01 17:28:00;2021-08-01 18:13:00;1465
1176;61;2021-08-01 19:24:00;2021-08-01 19:57:00;71
1050;61;2021-08-04 15:02:00;2021-08-04 15:48:00;4025
1233;61;2021-08-04 16:30:00;2021-08-04 17:56:00;42
1236;61;2021-08-04 18:15:00;2021-08-04 19:22:00;19
1048;61;2021-08-06 17:20:00;2021-08-06 18:17:00;2758
1046;61;2021-08-07 10:59:00;2021-08-07 12:17:00;1002
1232;61;2021-08-09 17:08:00;2021-08-09 18:23:00;3171
1234;61;2021-08-10 18:06:00;2021-08-10 19:10:00;1423
1049;61;2021-08-13 15:47:00;2021-08-13 16:56:00;4117
1235;61;2021-08-13 17:08:00;2021-08-13 17:52:00;12
1045;61;2021-08-17 10:51:00;2021-08-17 11:55:00;5339
1671;62;2021-07-08 19:53:00;2021-07-08 20:47:00;NA
1672;62;2021-07-12 18:34:00;2021-07-12 19:14:00;5627
1670;62;2021-07-13 18:47:00;2021-07-13 19:41:00;1413
1509;62;2021-07-13 21:13:00;2021-07-13 21:56:00;92
1507;62;2021-07-14 16:37:00;2021-07-14 17:35:00;1121
1673;62;2021-07-15 12:19:00;2021-07-15 13:15:00;1124
1510;62;2021-07-19 17:14:00;2021-07-19 18:10:00;5999
1512;62;2021-07-20 13:17:00;2021-07-20 14:11:00;1147
1669;62;2021-07-21 09:06:00;2021-07-21 10:10:00;1135
1508;62;2021-07-25 12:52:00;2021-07-25 13:48:00;5922
1053;62;2021-07-29 12:25:00;2021-07-29 13:09:00;5677
1056;62;2021-08-01 14:35:00;2021-08-01 15:13:00;4406
1055;62;2021-08-02 19:43:00;2021-08-02 20:20:00;1710
400;63;2021-07-13 18:49:00;2021-07-13 20:06:00;NA
402;63;2021-07-14 15:48:00;2021-07-14 16:41:00;1182
1257;63;2021-07-14 17:46:00;2021-07-14 18:41:00;65
1255;63;2021-07-15 18:51:00;2021-07-15 20:08:00;1450
1256;63;2021-07-16 19:30:00;2021-07-16 20:15:00;1402
1260;63;2021-07-17 13:43:00;2021-07-17 14:20:00;1048
401;63;2021-07-20 17:05:00;2021-07-20 18:03:00;4485
399;63;2021-07-23 12:01:00;2021-07-23 13:30:00;3958
3075;63;2021-08-06 14:38:00;2021-08-06 15:32:00;20228
3077;63;2021-08-07 20:52:00;2021-08-07 21:53:00;1760
3076;63;2021-08-08 14:21:00;2021-08-08 14:57:00;988
3073;63;2021-08-09 19:22:00;2021-08-09 20:05:00;1705
3074;63;2021-08-09 21:04:00;2021-08-09 21:59:00;59
3078;63;2021-08-10 16:44:00;2021-08-10 17:33:00;1125
3267;64;2021-08-26 11:15:00;2021-08-26 12:09:00;NA
3265;64;2021-08-28 15:39:00;2021-08-28 16:33:00;3090
3270;64;2021-08-28 18:09:00;2021-08-28 19:10:00;96
3268;64;2021-08-29 11:35:00;2021-08-29 12:26:00;985
3269;64;2021-09-01 15:44:00;2021-09-01 16:27:00;4518
1689;64;2021-09-13 17:43:00;2021-09-13 18:18:00;17356
1690;64;2021-09-14 16:31:00;2021-09-14 17:10:00;1333
1687;64;2021-09-15 09:44:00;2021-09-15 10:41:00;994
1688;64;2021-09-18 08:45:00;2021-09-18 09:37:00;4204
2080;65;2021-07-08 18:16:00;2021-07-08 18:53:00;NA
2077;65;2021-07-10 11:31:00;2021-07-10 12:38:00;2438
2079;65;2021-07-10 13:32:00;2021-07-10 14:51:00;54
2081;65;2021-07-15 14:18:00;2021-07-15 15:04:00;7167
2082;65;2021-07-23 17:07:00;2021-07-23 17:51:00;11643
1990;65;2021-08-17 11:46:00;2021-08-17 12:33:00;35635
1988;65;2021-08-27 17:37:00;2021-08-27 18:51:00;14704
2704;66;2021-07-11 18:53:00;2021-07-11 19:43:00;NA
2702;66;2021-07-12 15:13:00;2021-07-12 16:05:00;1170
2701;66;2021-07-13 15:01:00;2021-07-13 15:45:00;1376
2705;66;2021-07-14 15:14:00;2021-07-14 16:08:00;1409
212;66;2021-07-29 15:58:00;2021-07-29 17:17:00;21590
215;66;2021-07-29 17:32:00;2021-07-29 18:19:00;15
211;66;2021-07-31 16:54:00;2021-07-31 18:08:00;2795
3108;66;2021-08-05 15:11:00;2021-08-05 15:49:00;7023
2549;66;2021-08-06 14:58:00;2021-08-06 15:45:00;1389
2550;66;2021-08-07 18:03:00;2021-08-07 18:42:00;1578
3107;66;2021-08-10 20:29:00;2021-08-10 21:14:00;4427
2547;66;2021-08-10 21:59:00;2021-08-10 22:55:00;45
3105;66;2021-08-11 16:30:00;2021-08-11 17:05:00;1055
2546;66;2021-08-11 18:20:00;2021-08-11 19:12:00;75
2545;66;2021-08-17 20:53:00;2021-08-17 21:42:00;8741
2620;67;2021-09-07 12:32:00;2021-09-07 13:42:00;NA
2622;67;2021-09-11 10:31:00;2021-09-11 11:32:00;5569
2621;67;2021-09-12 18:53:00;2021-09-12 19:51:00;1881
373;67;2021-09-13 10:45:00;2021-09-13 11:34:00;894
375;67;2021-09-15 14:39:00;2021-09-15 16:13:00;3065
2618;67;2021-09-16 18:42:00;2021-09-16 19:46:00;1589
374;67;2021-09-17 13:20:00;2021-09-17 14:07:00;1054
376;67;2021-09-17 15:28:00;2021-09-17 16:53:00;81
474;68;2021-07-08 11:53:00;2021-07-08 12:28:00;NA
471;68;2021-07-09 17:00:00;2021-07-09 17:54:00;1712
469;68;2021-07-11 17:52:00;2021-07-11 18:43:00;2878
472;68;2021-07-13 18:04:00;2021-07-13 19:00:00;2841
470;68;2021-07-23 14:01:00;2021-07-23 15:08:00;14101
31;68;2021-07-25 17:15:00;2021-07-25 18:09:00;3007
35;68;2021-07-25 19:12:00;2021-07-25 20:03:00;63
36;68;2021-07-27 13:11:00;2021-07-27 14:01:00;2468
607;69;2021-07-10 10:07:00;2021-07-10 10:55:00;NA
609;69;2021-07-11 14:23:00;2021-07-11 15:36:00;1648
610;69;2021-07-11 17:24:00;2021-07-11 18:21:00;108
611;69;2021-07-11 20:04:00;2021-07-11 20:38:00;103
2074;69;2021-07-21 12:54:00;2021-07-21 13:51:00;13936
2071;69;2021-07-23 13:03:00;2021-07-23 14:13:00;2832
2073;69;2021-07-23 15:47:00;2021-07-23 16:51:00;94
2072;69;2021-07-25 15:42:00;2021-07-25 16:46:00;2811
2075;69;2021-07-26 21:35:00;2021-07-26 22:33:00;1729
2076;69;2021-07-27 17:51:00;2021-07-27 18:43:00;1158
794;70;2021-07-21 16:38:00;2021-07-21 17:25:00;NA
797;70;2021-07-21 18:11:00;2021-07-21 18:48:00;46
795;70;2021-07-22 18:27:00;2021-07-22 19:30:00;1419
2819;70;2021-07-22 20:15:00;2021-07-22 21:17:00;45
2709;70;2021-07-24 10:19:00;2021-07-24 11:03:00;2222
2816;70;2021-07-24 13:05:00;2021-07-24 14:02:00;122
2707;70;2021-07-25 09:44:00;2021-07-25 10:34:00;1182
2712;70;2021-07-25 11:28:00;2021-07-25 12:29:00;54
2711;70;2021-07-26 16:52:00;2021-07-26 17:46:00;1703
2817;70;2021-07-26 18:36:00;2021-07-26 19:11:00;50
2815;70;2021-07-28 11:07:00;2021-07-28 11:46:00;2396
798;70;2021-07-29 16:37:00;2021-07-29 17:14:00;1731
2708;70;2021-07-30 16:28:00;2021-07-30 17:21:00;1394
1930;70;2021-07-30 20:01:00;2021-07-30 20:58:00;160
1929;70;2021-08-01 14:21:00;2021-08-01 15:30:00;2483
1932;70;2021-08-01 16:45:00;2021-08-01 17:26:00;75
1927;70;2021-08-02 18:00:00;2021-08-02 18:43:00;1474
1931;70;2021-08-02 19:43:00;2021-08-02 20:17:00;60
2002;71;2021-08-10 13:24:00;2021-08-10 14:22:00;NA
2003;71;2021-08-10 15:59:00;2021-08-10 16:41:00;97
2001;71;2021-08-13 11:10:00;2021-08-13 11:40:00;3989
168;71;2021-08-14 12:01:00;2021-08-14 12:50:00;1461
166;71;2021-08-18 09:47:00;2021-08-18 10:22:00;5577
163;71;2021-08-30 20:16:00;2021-08-30 21:15:00;17874
2634;72;2021-07-11 17:20:00;2021-07-11 18:07:00;NA
2630;72;2021-07-14 09:14:00;2021-07-14 10:22:00;3787
1157;72;2021-07-16 10:55:00;2021-07-16 11:30:00;2913
1153;72;2021-07-17 15:54:00;2021-07-17 17:02:00;1704
1155;72;2021-07-17 17:48:00;2021-07-17 18:50:00;46
1158;72;2021-07-18 16:39:00;2021-07-18 17:44:00;1309
1156;72;2021-07-28 10:05:00;2021-07-28 10:55:00;13941
1245;73;2021-08-31 10:40:00;2021-08-31 11:18:00;NA
1243;73;2021-09-02 17:00:00;2021-09-02 17:48:00;3222
1244;73;2021-09-03 14:09:00;2021-09-03 14:58:00;1221
1247;73;2021-09-04 11:01:00;2021-09-04 11:44:00;1203
1248;73;2021-09-05 11:25:00;2021-09-05 12:22:00;1421
2932;73;2021-09-14 15:01:00;2021-09-14 15:54:00;13119
2934;73;2021-09-14 16:54:00;2021-09-14 17:50:00;60
2931;73;2021-09-17 12:50:00;2021-09-17 13:38:00;4020
2933;73;2021-09-19 12:40:00;2021-09-19 13:40:00;2822
2930;73;2021-09-20 17:55:00;2021-09-20 18:52:00;1695
3379;74;2021-07-07 10:05:00;2021-07-07 11:06:00;NA
3381;74;2021-07-08 10:28:00;2021-07-08 11:23:00;1402
3384;74;2021-07-08 12:50:00;2021-07-08 13:43:00;87
3383;74;2021-07-09 19:24:00;2021-07-09 20:28:00;1781
2053;74;2021-07-24 18:38:00;2021-07-24 19:32:00;21490
2056;74;2021-07-26 20:15:00;2021-07-26 21:22:00;2923
2054;74;2021-07-27 14:31:00;2021-07-27 15:27:00;1029
2055;74;2021-08-04 16:38:00;2021-08-04 17:20:00;11591
454;75;2021-07-10 14:57:00;2021-07-10 15:46:00;NA
453;75;2021-07-11 16:32:00;2021-07-11 17:23:00;1486
451;75;2021-07-13 11:25:00;2021-07-13 12:33:00;2522
452;75;2021-07-13 12:53:00;2021-07-13 13:44:00;20
338;75;2021-08-12 15:32:00;2021-08-12 16:41:00;43308
342;75;2021-08-15 15:43:00;2021-08-15 16:45:00;4262
340;75;2021-08-16 11:57:00;2021-08-16 12:32:00;1152
341;75;2021-08-16 13:34:00;2021-08-16 14:39:00;62
339;75;2021-08-20 18:26:00;2021-08-20 19:13:00;5987
2232;76;2021-07-09 19:39:00;2021-07-09 20:19:00;NA
2227;76;2021-07-10 12:08:00;2021-07-10 13:05:00;949
2230;76;2021-07-11 11:42:00;2021-07-11 12:33:00;1357
421;76;2021-07-11 14:13:00;2021-07-11 15:13:00;100
424;76;2021-07-11 16:28:00;2021-07-11 17:12:00;75
2229;76;2021-07-12 16:33:00;2021-07-12 17:25:00;1401
426;76;2021-07-13 17:26:00;2021-07-13 18:11:00;1441
425;76;2021-07-23 09:20:00;2021-07-23 10:07:00;13869
2982;76;2021-08-07 11:58:00;2021-08-07 12:57:00;21711
2979;76;2021-08-08 16:56:00;2021-08-08 18:09:00;1679
2980;76;2021-08-08 18:24:00;2021-08-08 19:16:00;15
2978;76;2021-08-09 16:30:00;2021-08-09 17:29:00;1274
2269;77;2021-08-04 11:03:00;2021-08-04 12:01:00;NA
2274;77;2021-08-04 14:22:00;2021-08-04 15:07:00;141
330;77;2021-08-04 20:33:00;2021-08-04 21:50:00;326
2271;77;2021-08-09 09:30:00;2021-08-09 10:22:00;6460
